Instruction,Input,Output,materi,question_id,Template,correct_answer
Write a Python function to print the first n rows of Pascal's triangle.,5,"def pascal_triangle(rows): 
 triangle = [[1]] 
 for i in range(rows - 1): 
 last_row = triangle[-1]
 new_row = [1] 
 for j in range(len(last_row) - 1): 
 new_row.append(last_row[j] + last_row[j+1]) 
 new_row.append(1) 
 triangle.append(new_row)
 
 for row in triangle: 
 print(row)

pascal_triangle(5)",Introduction Python,6364,"def pascal_triangle(rows): 
 triangle = [[1]] 
 for i in range(rows - 1): 
 last_row = triangle[-1]
 new_row = [1] 
 for j in range(len(last_row) - 1): 
 new_row.append(last_row[j] + last_row[j+1]) 
 new_row.append(1) 
 triangle.append(new_row)
 
 for row in triangle: 
 print(___)

pascal_triangle(5)",row
Write a Python program to print all the numbers from the given list which are divisible by 7.,"[7, 14, 21, 28, 35, 42, 49]","def divisible_by_seven(number_list):
    for i in number_list:
        if i % 7 == 0:
            print(i)",Introduction Python,6372,"def divisible_by_seven(number_list):
    for i in number_list:
        if i % 7 == 0:
            print(___)",i
"Write a Python script to print all prime numbers between two numbers, a and b (where a<b).","a = 11
b = 20","for num in range(a, b+1): 
   if num > 1: 
       for i in range(2, num): 
           if (num % i) == 0: 
               break
       else: 
           print(num)",Introduction Python,6398,"for num in range(a, b+1): 
   if num > 1: 
       for i in range(2, num): 
           if (num % i) == 0: 
               break
       else: 
           print(___)",num
Generate a correct Python program to print out the sequence of numbers in ascending order from a given list.,"[10, 5, 2, 8, 12]","for i in sorted([10, 5, 2, 8, 12]):
        print(i)",Introduction Python,6452,"for i in sorted([10, 5, 2, 8, 12]):
        print(___)",i
Modify the following python code to take in an argument to carry out a specific operation and print it out.,"def operation():
    result = 2*2
    print(result)","def operation(op):
    result = eval(op)
    print(result)

operation('2*2') # prints 4",Introduction Python,6474,"def operation(op):
    result = eval(op)
    print(___)

operation('2*2') # prints 4",result
Manipulate a python dictionary to print the duplicate keys in a key-value pair.,"dictionary = {'a': 1, 'c': 3, 'b': 2, 'd': 4, 'a': 1}","for key, value in dictionary.items():
    if dictionary.count(key) > 1:
        print(key)",Introduction Python,6481,"for key, value in dictionary.items():
    if dictionary.count(key) > 1:
        print(___)",key
Create a Python program to print out the elements of a list in reverse order.,"mylist = [1, 2, 3, 4, 5]","# Creating a new reversed list
reversed_list = mylist[::-1]

# Iterating through the list and printing each element
for num in reversed_list:
    print(num)",Introduction Python,6554,"# Creating a new reversed list
reversed_list = mylist[::-1]

# Iterating through the list and printing each element
for num in reversed_list:
    print(___)",num
Write a Python program to remove the duplicates in a list and print the list in ascending order.,"[10,7,9,12,11,7,9,10]","""""""
Write a Python program to remove the duplicates in a list and print the list in ascending order
""""""

def remove_duplicates_ascending(l):
    return sorted(list(set(l)))

if __name__ == ""__main__"":
    l = [10,7,9,12,11,7,9,10]
    res = remove_duplicates_ascending(l)
    print(res) # [7, 9, 10, 11, 12]",Introduction Python,6654,"""""""
Write a Python program to remove the duplicates in a list and print the list in ascending order
""""""

def remove_duplicates_ascending(l):
    return sorted(list(set(l)))

if __name__ == ""__main__"":
    l = [10,7,9,12,11,7,9,10]
    res = remove_duplicates_ascending(l)
    print(___) # [7, 9, 10, 11, 12]",res
Edit the following Python program to print all the even numbers from 0 to 10.,"for i in range(10):
    print(i)","for i in range(11):
  if i % 2 == 0:
    print(i)",Introduction Python,6660,"for i in range(11):
  if i % 2 == 0:
    print(___)",i
You need to edit an existing Python program. The program to accept and print a sentence.,"str1 = ""Hello World""","str1 = ""Hello World""

print(str1)",Introduction Python,6724,"str1 = ""Hello World""

print(___)",str1
Create a Python 2 program to print the following pattern.,"Pattern to display:

1
2 3
4 5 6
7 8 9 10","for i in range(1, 11):
    for j in range(1, i+1):
        print(i+(j-1)*i, end="" "")
    print()",Introduction Python,6803,"for i in range(1, 11):
    for j in range(1, i+1):
        print(___)*i, end="" "")
    print()",i+(j-1
Edit the Python code to print the sum of two given numbers.,"a = 1
b = 2","a = 1 
b = 2
sum = a + b 
print(sum) # 3",Introduction Python,6804,"a = 1 
b = 2
sum = a + b 
print(___) # 3",sum
Create a Python program to print the numbers in descending order.,"[10, 3, 5, 8, 7]","lst = [10, 3, 5, 8, 7]

lst.sort(reverse=True)

for n in lst:
    print(n)",Introduction Python,6856,"lst = [10, 3, 5, 8, 7]

lst.sort(reverse=True)

for n in lst:
    print(___)",n
Write a Python program to allow a user to input a sentence and print the words in the sentence in reverse order.,This is my sentence.,"def reverse_words_in_sentence(sentence):
    words_list = sentence.split()
    words_list.reverse()
    reversed_sentence = "" "".join(words_list)
    return reversed_sentence

sentence = ""This is my sentence.""
result = reverse_words_in_sentence(sentence)
print(result)",Introduction Python,6865,"def reverse_words_in_sentence(sentence):
    words_list = sentence.split()
    words_list.reverse()
    reversed_sentence = "" "".join(words_list)
    return reversed_sentence

sentence = ""This is my sentence.""
result = reverse_words_in_sentence(sentence)
print(___)",result
Generate a Python script to iterate through a list and print each element.,"lst = [""hello"", ""how"", ""are"", ""you""]","for item in lst:
  print(item)",Introduction Python,6906,"for item in lst:
  print(___)",item
"Given a list of numbers, create a Python script to print all the elements greater than 50.","[2, 60, 5, 4, 78, 32, 99]","nums = [2, 60, 5, 4, 78, 32, 99]

for num in nums:
    if num > 50:
        print(num)",Introduction Python,6970,"nums = [2, 60, 5, 4, 78, 32, 99]

for num in nums:
    if num > 50:
        print(___)",num
Write a Python program to print out all even numbers in a given range.,"1, 10","def print_even_numbers(start, end):
    for i in range(start, end + 1):
        if i % 2 == 0:
            print(i)

if __name__ == '__main__':
    print_even_numbers(1, 10)

# Output
2
4
6
8
10",Introduction Python,7011,"def print_even_numbers(start, end):
    for i in range(start, end + 1):
        if i % 2 == 0:
            print(___)

if __name__ == '__main__':
    print_even_numbers(1, 10)

# Output
2
4
6
8
10",i
Create a program in Python to print the greatest of three numbers.,"2, 4, 3","def get_max(x, y, z):
    if (x > y) and (x > z):
        maximum = x
    elif (y > x) and (y > z):
        maximum = y
    else:
        maximum = z

    return maximum

result = get_max(2, 4, 3)
print(result)",Introduction Python,7139,"def get_max(x, y, z):
    if (x > y) and (x > z):
        maximum = x
    elif (y > x) and (y > z):
        maximum = y
    else:
        maximum = z

    return maximum

result = get_max(2, 4, 3)
print(___)",result
Write a Python program to extract all words from a sentence and print them.,The quick brown fox,"sentence = ""The quick brown fox""
words = sentence.split("" "")

for word in words:
 print(word)

# Output
# The
# quick
# brown
# fox",Introduction Python,7155,"sentence = ""The quick brown fox""
words = sentence.split("" "")

for word in words:
 print(___)

# Output
# The
# quick
# brown
# fox",word
Design a Python program to print out all prime numbers in a range,Number Range between 1 and 10,"def is_prime(n):
    for i in range(2, n):
        if n%i == 0:
            return False
    return True

for num in range(1, 10):
    if is_prime(num):
        print(num)",Introduction Python,7289,"def is_prime(n):
    for i in range(2, n):
        if n%i == 0:
            return False
    return True

for num in range(1, 10):
    if is_prime(num):
        print(___)",num
Design a Python program to print all keywords in a given paragraph.,The best way to learn a programming language is to practice coding.,"text = ""The best way to learn a programming language is to practice coding.""
words = text.split()

keywords = [""for"", ""if"", ""while"", ""in"", ""range"", ""def"", ""import"", ""from"", ""as"", ""return""]

for word in words:
    if word in keywords:
        print(word)",Introduction Python,7339,"text = ""The best way to learn a programming language is to practice coding.""
words = text.split()

keywords = [""for"", ""if"", ""while"", ""in"", ""range"", ""def"", ""import"", ""from"", ""as"", ""return""]

for word in words:
    if word in keywords:
        print(___)",word
Write a function in Python to traverse a multi-dimensional array and print each item in the array.,"[[1,2,3], [4,5,6], [7,8,9]]","def traverse_array(arr): 
 if isinstance(arr, list) or isinstance(arr, tuple): 
 for item in arr:
 traverse_array(item)
 else:
 print(arr)

arr = [[1,2,3], [4,5,6], [7,8,9]] 
traverse_array(arr)",Introduction Python,7366,"def traverse_array(arr): 
 if isinstance(arr, list) or isinstance(arr, tuple): 
 for item in arr:
 traverse_array(item)
 else:
 print(___)

arr = [[1,2,3], [4,5,6], [7,8,9]] 
traverse_array(arr)",arr
Write a code snippet in Python to print Pascal’s triangle for a given value of n.,4,"def printPascalTriangle(n) : 
    for line in range(1, n + 1) : 
        C = 1 
        for i in range(1, line + 1) : 
            print(C, end = """") 
            C = int(C * (line - i) / i); 
        print("""") 

n = 4
printPascalTriangle(n)",Introduction Python,7458,"def printPascalTriangle(n) : 
    for line in range(1, n + 1) : 
        C = 1 
        for i in range(1, line + 1) : 
            print(C, end = """") 
            C = int(C * (line - i) / i); 
        print(___) 

n = 4
printPascalTriangle(n)",""""""
Create a basic Python script that computes the sum of two variables and stores the result in a third variable.,"x = 5
y = 8","# compute the sum of x and y
result = x + y

# store the result in a third variable
z = result

#print the result
print(z) # Output: 13",Introduction Python,7464,"# compute the sum of x and y
result = x + y

# store the result in a third variable
z = result

#print the result
print(___) # Output: 13",z
Construct a for loop in Python to iterate over a given list and print the elements.,"my_list = [1, 2, 3, 4, 5]","for i in my_list:
    print(i)",Introduction Python,7532,"for i in my_list:
    print(___)",i
Write a python program to print the following pattern.,n = 5,"def pattern(n):
  # Outer loop 
    for i in range(0, n): 
      
    # Inner loop to handle number of columns 
    # values changing according to outer loop 
      for j in range(0, i+1): 
        
    # Printing stars 
        print(""* "",end="""") 
    
    # Ending line after each row 
      print(""\r"") 
  
# Driver Code 
pattern(5)",Introduction Python,7558,"def pattern(n):
  # Outer loop 
    for i in range(0, n): 
      
    # Inner loop to handle number of columns 
    # values changing according to outer loop 
      for j in range(0, i+1): 
        
    # Printing stars 
        print(""* "",end="""") 
    
    # Ending line after each row 
      print(___) 
  
# Driver Code 
pattern(5)","""\r"""
