question_id,Instruction,materi
4063,Write a Python script to find the area of a triangle when three sides are given.,Lainnya
4064,Create a Python function that takes inputs in the form of two words and returns the start index of the second word in the first word.,Function
4065,Write a Python program to filter a list of words by their length.,Data Structure
4066,Write a Python code to normalize a list of numbers.,Data Structure
4067,"Write a python function to compare two strings and return 1 if the strings are anagrams, 0 if not.",Control Structure
4068,Create a Python program that randomly shuffles the values in an array,Data Structure
4069,Implement a program in Python that takes a string as an input and prints out the length of the longest word in the string.,Data Type
4070,Create a line chart representing the given data in Python.,Lainnya
4071,Create an algorithm in Python to remove duplicates from an array of integers while preserving the order of the elements.,Data Structure
4072,Create a Python program that uses a given list of words to construct a poem.,Data Structure
4073,"Given a list of numbers, write a program in Python to select only the elements divisible by 5.",Data Structure
4074,Generate Python code to add 1 to every element of an array.,Data Structure
4075,Create a Python program to group elements of a list based on their length.,Data Structure
4076,Create a Python function to find the maximum number in an array. The function should accept a single argument and return the maximum value in the array.,Data Structure
4077,Generate code to remove any duplicates from a list of integers in Python.,Data Structure
4078,Create a loop in Python that prints each item of the following list with a message:,Data Structure
4079,"Generate a Python code snippet to convert a string to a list, where each word is an item in the list.",Data Type
4080,Create a Python program to fetch data from an HTTPS resource.,Lainnya
4081,Generate a Python script to find common elements in two lists.,Lainnya
4082,Create a program in Python that takes a sentence as an input and prints out the sentence in reverse.,Lainnya
4083,Write a Python program to generate random passwords from a list of strings.,Data Structure
4084,Classify the performance complexity of the following code snippet written in Python.,Lainnya
4085,Can you create a Python script to print out the two smallest elements from an array of numbers?,Introduction Python
4086,Write a Python program to generate a square matrix with random values from 0 to 9.,Lainnya
4087,Create a Python program to format a given amount of money with a given currency symbol.,Lainnya
4088,Debug the provided Python code to make it run without errors.,Lainnya
4089,Edit the following Python program to fix the syntax error,Lainnya
4090,Convert a Javascript function to Python.,Function
4091,Optimize a Python program to count occurrences of each letter in a given string.,Data Type
4092,Construct a Python function to calculate the sum of all elements of a given array.,Data Structure
4093,Develop an algorithm in Python to create a Fibonacci sequence up to the nth number.,Lainnya
4094,Implement a sorting algorithm in Python that sorts a given array of numbers in descending order.,Data Structure
4095,Can you provide a code snippet in Python that takes a list of strings as input and sorts them based on their length?,Data Structure
4096,Construct a function in Python that will take a list as an argument and prompt the user to delete elements from that list.,Data Structure
4097,Write a Python function to compare two strings and check if they are equal.,Control Structure
4098,Transform the following code from Python to JavaScript.,Lainnya
4099,Suggest a Python program to compute the sum of pairs of elements in a given array,Data Structure
4100,Write an algorithm in Python to find the maximum element of a given array.,Data Structure
4101,Implement an algorithm in Python to classify a given dataset into different target classes.,Lainnya
4102,Create a program in Python to merge two dictionaries into a new one.,Lainnya
4103,Write a function in Python that takes an array of integer values and reverses the order of the values.,Data Structure
4104,Create a program to generate a frequency table from a given list,Data Structure
4105,Design an algorithm in Python to calculate the Euclidean distance between two points,Lainnya
4106,Write a Python program that takes a string as input and edits the string to remove all punctuation marks.,Data Type
4107,Write a Python function that takes a list of strings as input and returns a new list containing all the strings that start with 'A',Data Structure
4108,Write a Python code to sort the given array.,Data Structure
4109,Optimize this Python code to reduce its run-time complexity.,Operator
4110,Construct a Python program to check whether a given number is prime or not.,Lainnya
4111,Write a Python program to find the maximum of two numbers provided by the user.,Lainnya
4112,Write a Python script to generate a random password of a given length.,Lainnya
4113,Create a Python function that takes two numbers and returns the Greatest Common Divisor (GCD) of the two numbers.,Function
4114,Create a Python script that calculates the area of a triangle by taking the base and height as user input.,Lainnya
4115,Create a Python script to generate a calendar representation of a given month.,Lainnya
4116,Write a Python program to check if two strings are a rotation of each other.,Control Structure
4117,Generate a function in Python that takes a number as input and prints out the n-th Fibonacci number.,Operator
4118,Create a program in Python which takes a string and prints out all the words present in the string in alphabetical order.,Data Type
4119,Design an algorithm in Python to count all unique elements in a list.,Data Structure
4120,Analyze a given Python code and write a function that checks if a given number is prime.,Control Structure
4121,Generate a Python function that checks to see if a given string is a palindrome.,Data Type
4122,Optimize an existing python program to improve its processing speed.,Lainnya
4123,Build a Python script to compare two strings and determine which string is the longest.,Data Type
4124,Provide a Python program that sorts a list of strings based on the length of the strings.,Data Structure
4125,Generate a Python program to give an output as true if the given string contains at least two distinct characters,Data Type
4126,Create an algorithm in Python to separate numbers below 10 and above 5.,Lainnya
4127,Develop a Python code to find the longest palindromic substring,Lainnya
4128,Write a Python program to create a histogram of the data in the given array.,Data Structure
4129,Develop a python program for predicting a movie's rating based on its reviews.,Control Structure
4130,Write a python program to transform input set of numbers into a list of tuples.,Data Structure
4131,Generate a python function to calculate the total cost of a purchase given prices and quantities.,Function
4132,Produce a Python code section to calculate the average value for all elements of a given array.,Data Structure
4133,Normalize the following text using Python.,Lainnya
4134,Design a Python program for finding the median of a given list of numbers.,Data Structure
4135,Modify the given Python code to optimize efficiency.,Lainnya
4136,Translate the following code from JavaScript to Python:,Lainnya
4137,Write a Python program to check if a given array contains a pair of elements whose sum is equal to a given number.,Data Structure
4138,Create an algorithm in Python to fill every element in a matrix with its own column number.,Lainnya
4139,"Create a Python program that takes in a string and counts how many vowels are in it, regardless of case.",Data Type
4140,Generate a python program to parse and extract information from the following input,Lainnya
4141,Modify the following Python code to remove any duplicate elements in an array.,Data Structure
4142,Write a Python program to calculate the hypotenuse of a right-angled triangle.,Operator
4143,Create a Python 3 program that filters a list of numbers. The program should filter out any numbers greater than 10.,Data Structure
4144,Create a Python program for calculating the area of a given triangle.,Control Structure
4145,Modify the existing python program to fulfill the following purpose,Lainnya
4146,Construct a python program that randomly swaps two elements within a list of numbers.,Data Structure
4147,Create a Python program that takes a list of integers as an input and returns a dictionary with keys being the numbers and values being the frequency of those numbers in the list.,Data Structure
4148,"In Python, write a program to calculate the area of a triangle when the base and height are given.",Lainnya
4149,Write a code optimization code that reduces the number of lines of code in a given Python script.,Lainnya
4150,Create a web scraper with Python and Beautiful Soup to scrape data from a single webpage.,Lainnya
4151,"Given some code, identify the type of the code written.",Data Type
4152,Generate Python code to calculate the sum of the elements in a given list.,Data Structure
4153,Create an automated program that converts a given number of dollars to Canadian currency using Python.,Lainnya
4154,"Write a Python program to split a list into two parts, where the size of the first part is determined by the user.",Data Structure
4155,Read the following pseudocode and generate a Python program to complete the given task.,Lainnya
4156,Write a Python program that determines whether the given string is a palindrome.,Data Type
4157,Construct a Python dictionary based on the following data,Lainnya
4158,Divide two numbers without using the divide operator in Python.,Lainnya
4159,Parse the following JSON string into a Python dictionary.,Data Type
4160,Create a Python script to print the first n even numbers.,Introduction Python
4161,Create a program in Python for ASCII conversion.,Control Structure
4162,Create a Python function that takes a string as input and returns a dictionary that counts the frequency of every character.,Data Type
4163,Create a shell script that runs a Python program and prints out the results.,Lainnya
4164,Replace a string in the following python program.,Data Type
4165,Construct a Python script that uses regular expressions to find phone numbers in a text.,Lainnya
4166,Write a python program that selects five random elements from a list and prints them.,Data Structure
4167,Generate a python program that removes all whitespace from a string.,Data Type
4168,"Develop an API in Python that takes in two strings and returns true if they are anagrams, and false otherwise.",Control Structure
4169,Create a program in Python to find the number of occurrences of an element x in a list y.,Data Structure
4170,Improve the following function by using Python built-in functions:,Operator
4171,Create a Python program to find the sum of all the values in a dictionary,Lainnya
4172,Create a Python program which returns the difference between the two largest numbers in a given list,Data Structure
4173,"Using the given Python code, update its style using pep 8 conventions.",Lainnya
4174,Write a Python program to classify a given array of numbers into even number and odd number arrays.,Data Structure
4175,Generate a program in Python that counts the number of words in a string.,Data Type
4176,Develop a Python function that takes a list of numbers and returns the minimum value.,Data Structure
4177,Create a Python program that prints a multiplication table of the given number.,Lainnya
4178,Create a Python program to extract the first three characters of a string.,Data Type
4179,Write a Python function to flatten a nested list of lists into a single list containing all elements.,Data Structure
4180,Implement a linear search algorithm in Python to search for an element in an array.,Data Structure
4181,Write a Python script that normalizes given input strings.,Lainnya
4182,Create a function in Python that takes an array of numbers and prints out its maximum value.,Data Structure
4183,Write a Python code to check if the given number is prime.,Control Structure
4184,"Given a Python dictionary, print out the keys and values that are duplicated.",Introduction Python
4185,Compose a python script to create a bar chart.,Lainnya
4186,Find the frequency of elements in a given list in Python.,Data Structure
4187,Develop a function in Python to find the largest two numbers in a given array.,Data Structure
4188,Write a Python program using NumPy to calculate the dot product of two vectors.,Lainnya
4189,Can you design a function in Python which takes two string arguments and checks that two strings are anagrams or not?,Data Type
4190,Write a Python program for finding the maximum of 3 numbers.,Control Structure
4191,Create a python code to check if an integer is a power of two,Control Structure
4192,Create a dictionary in python from a comma-separated value string.,Operator
4193,Rewrite the given code to use dictionaries instead of switch statements in Python.,Lainnya
4194,Write a Python program to calculate the entropy of a given dataset.,Lainnya
4195,Write a function in Python that returns the maximum element in the given list.,Data Structure
4196,Create a python program to delete all items from a dictionary.,Lainnya
4197,Create a function in Python to sort strings in alphabetical order.,Function
4198,Can you write a Python function to determine if a supplied number is prime?,Control Structure
4199,Create a Python Flask application for solving a linear equation. The application should have an endpoint that receives an equation as input and returns the solution as output.,Control Structure
4200,Create a Python program to generate a random name from two given lists of names.,Lainnya
4201,Generate a function in Python to zip two lists.,Function
4202,Write a Python program to visualize a given dataset in a 2D scatterplot.,Lainnya
4203,Design a python program to error correct a given sentence.,Lainnya
4204,Write a Python program to scroll a given message on the console.,Lainnya
4205,Suggest a way to optimize the following Python code snippet.,Lainnya
4206,Create a Python script to generate random numbers with using a certain range.,Lainnya
4207,Implement an algorithm in Python to optimize the following cost function,Function
4208,Write a function in Python to compare two given strings character-wise and return the position of the first difference.,Operator
4209,Contruct a python program that sorts an array of strings using BubbleSort algorithm.,Data Structure
4210,We are given the input and output schematic of a neural network. You are required to implement the network in Python code.,Lainnya
4211,Generate a Python script to print all the prime numbers in a given range.,Introduction Python
4212,"Given a list of strings, write a Python snippet to sort the strings in ascending order according to word length.",Data Structure
4213,Generate an automated unit test in Python for the following function,Control Structure
4214,Write a Python program to update a dictionary with the its key's length as the value.,Lainnya
4215,Create a function in Python that takes a list of words as an argument and returns a new list without duplicates.,Data Structure
4216,"Create a Python program which takes a word as an input, reverses it and prints the output.",Lainnya
4217,Write a Python program to sort the characters in a given string in reverse alphabetical order.,Data Type
4218,Develop a program in Python to rotate the elements of an array to the right by K times.,Data Structure
4219,Generate a Python code to sort a list of numbers.,Data Structure
4220,"Make a function in Python which takes a string of any length, reverses it, and then returns the reversed string.",Data Type
4221,Create a Python program that takes two arguments in the form of two lists and calculates the dot product of the two arguments.,Lainnya
4222,Create a function to generate random numbers within a given range in Python.,Function
4223,Develop a valid Python script which computes the root of a given quadratic equation,Lainnya
4224,Generate a main.py python script that will return the maximum of two numbers.,Function
4225,Create a Python script to perform sentiment analysis on a given piece of text. Use the TextBlob package to detect the sentiment of the text and print out the sentiment score.,Introduction Python
4226,Create a text parser in Python that converts a given string into an integer.,Data Type
4227,Generate a python code to build a simple regression model?,Lainnya
4228,Write a Python program to edit the following code in such a way that the output is increased is increased by one.,Lainnya
4229,Edit the following Python code to handle unexpected errors.,Lainnya
4230,Write a Python script to parse a JSON string and convert it into a dictionary.,Data Type
4231,Develop a Python program to reverse a list of numbers.,Data Structure
4232,Write a Python program to calculate the Fibonacci number at a particular position.,Lainnya
4233,Optimize the following code written in Python such that its time complexity becomes linear.,Lainnya
4234,Create a sorting algorithm in Python to sort a given array in ascending order.,Data Structure
4235,Create a Python function to generate a random password of length n,Function
4236,Write code using Python to generate a random password of given length.,Lainnya
4237,"Given a multi-dimensional array, write a python code snippet to find the sum of its elements.",Operator
4238,Develop a python program to add two matrices of the same size.,Lainnya
4239,Write a Python program to compute the sum of the absolute difference of all pairs of numbers in a given array.,Data Structure
4240,Write a python program to calculate the areas of two rectangles and determine which one is larger,Lainnya
4241,Output the sum of numbers in a list in Python.,Data Structure
4242,Classify the following text as valid or invalid python code,Lainnya
4243,Write a Python program to find all the numbers divisible by a certain number within a certain range.,Lainnya
4244,Code a program in Python to calculate the mean from a dataset,Lainnya
4245,Create an algorithm in Python to identify the missing number in a sequence of integers.,Lainnya
4246,Can you write a python program to solve a system of linear equations?,Lainnya
4247,Create a Python program to edit the following string and make all characters in the string uppercase.,Data Type
4248,Create a Python program to remove any items from a given list that are less than 5.,Data Structure
4249,Rewrite the existing code to edit the contents of an existing Python dictionary.,Lainnya
4250,Optimize a given Python program by reducing the running time.,Lainnya
4251,"Create a function in Python to execute the following rule: given an array of integers, find the pair of adjacent elements that has the largest sum and print the sum.",Introduction Python
4252,Generate a Python program to compare two given dictionaries and output a dictionary with elements common in both.,Lainnya
4253,Build a Python program to take a given list and create a dictionary with the elements and their corresponding indices.,Data Structure
4254,Solve this basic algebra problem in Python.,Introduction Python
4255,Design a function in Python that takes two lists as input and returns the elements in common.,Function
4256,Optimize the above Python program to calculate the sum of a given array of numbers for better performance.,Data Structure
4257,Edit the given Python code to convert a list of temperatures in Fahrenheit to a list of temperatures in Celsius.,Data Structure
4258,Create a Python program to compute the sum of all integers from 1 to n.,Lainnya
4259,Generate a Python implementation for these pseudocode.,Control Structure
4260,Design an algorithm in Python that will accept an array of integers and return an array with alternate elements removed starting from the even indices.,Data Structure
4261,Develop a Python script to extract the minimum of two numbers.,Lainnya
4262,Output the factorial of a given number in Python.,Lainnya
4263,Create a Python program to find all the common elements between two given lists in a single line of code.,Lainnya
4264,Create a Python program that takes a list of integers and prints out the total number of times that the number 7 appears in the list.,Data Structure
4265,Generate a Python program which converts a given number of hours into minutes,Lainnya
4266,Generate a Python program to partition a given array into two parts such that every element in first part is less or equal than the elements in the second part.,Data Structure
4267,Create a program in Python to print out the elements in a list in reverse order.,Introduction Python
4268,"In Python, create a method that can take two integers and return their sum.",Function
4269,Write a Python function to remove a specific element from a list.,Data Structure
4270,Compose a python program to identify the characters in a given alphabet,Lainnya
4271,Classify a list of words into their corresponding part of speech using Python.,Data Structure
4272,Find the Fibonacci sequence of a given number using a Python program.,Lainnya
4273,"Given a language (example: Python), write a function to convert a string (example: ""Hello World!) to a list.",Introduction Python
4274,Write a Python program to generate a two-dimensional array of Boolean values with alternating True and False values.,Operator
4275,Create a function in Classical Python to extract the hostname from a given URL,Function
4276,Develop an object orientated program in Python to generate random numbers.,OOP
4277,"Given a list of strings, write a Python program to find the string which has the maximum length",Data Type
4278,Create a function in Python that takes two strings as an input and returns their concatenation.,Function
4279,Write a python program to calculate the sum of the divisors of a number,Lainnya
4280,Create a Python program to print out all the combination of a given set of numbers.,Introduction Python
4281,Create a Python script to encode a given message using the Caesar cipher.,Lainnya
4282,Write a Python program to remove duplicate characters of a given string.,Data Type
4283,Create a binary search algorithm in Python that searches an input array for a certain number.,Data Structure
4284,Translate the Python code below into C# code.,Lainnya
4285,Write a Python program to modify a given dataset for a specific task.,Control Structure
4286,Write a Python program to create a dataframe from a given dictionary of lists.,Lainnya
4287,Round an input float to two decimal places in Python.,Data Type
4288,Create a Python program to zip two lists of same size into one dictionary.,Lainnya
4289,Solve the following problem using python,Lainnya
4290,Develop a program in Python to find the second largest element in a given array.,Data Structure
4291,Create a class in Python that can represent a 3D point with the given fields.,OOP
4292,"Create a Python program that takes a list and returns a dictionary with the elements from the list as keys, and their frequency as values.",Data Structure
4293,"Given a list and an integer, write a Python function to return a sublist of the list with the given integer.",Data Structure
4294,Design an algorithm in Python to find the longest substring without repeating characters.,Lainnya
4295,Build a Python function that takes a single list of numbers and performs an insertion sort. The function should return a sorted list.,Data Structure
4296,Write a Python program to calculate the total electricity bill given the rate per kwh for domestic loads.,Control Structure
4297,Create a function in Python to generate a Fibonacci series up to a given number.,Function
4298,Edit this Python code to scale the inputs before applying a regression model.,Lainnya
4299,Write a Python function to find the intersection of two given sets.,Function
4300,Create a program in Python to find all pairs of elements in a list with the given difference.,Data Structure
4301,Create a Python program to generate random numbers between 1 and 10 of a specified length.,Lainnya
4302,Generate a program in Python to convert a list of integers into a single integer.,Data Structure
4303,Perform set theory operations using Python.,Data Structure
4304,Design an API for a Python script that returns the average of any given list of numbers.,Data Structure
4305,Write a Python function to generate the concatenation of two inputs strings.,Function
4306,Generate a Python code for finding the sum and difference of two numbers.,Control Structure
4307,Edit a given Python code to return the maximum number in the given array.,Data Structure
4308,Generate a script to send an email using Python.,Lainnya
4309,Create a graphical representation of a given string using Python.,Data Type
4310,Create a function that takes two strings as its inputs and returns true if one of the two strings is a substring of the other.,Control Structure
4311,Create a Python generator that generates the odd numbers between 0 and given n.,Lainnya
4312,Write a Python script to search through a list of strings and find if any of the strings contain a substring.,Data Structure
4313,Modify the given code such that a python list of strings is created based on the input.,Data Structure
4314,Modify a basic Python algorithm to increase the speed of the program.,Introduction Python
4315,Generate a python program that takes input as a string and prints out each word in the string in reverse order.,Data Type
4316,Construct a Python script to find the average of three numbers.,Lainnya
4317,Write Python code snippets that will convert comma separated values to a list of dictionaries.,Data Structure
4318,"Given a 2D array of integers, write a Python function that returns the sum of all values in the array.",Data Structure
4319,Enhance the following Python code for saving a webpage to a local directory.,Control Structure
4320,Predict the output for the following Python code snippet.,Control Structure
4321,Create a class in Python which takes an employee name and salary as parameters and prints them.,OOP
4322,Implement a method in Python to round off any given number to the nearest integer.,OOP
4323,Transform the following piece of code in C to Python.,Lainnya
4324,Design a Python script to remove duplicate elements of an array.,Data Structure
4325,Create a program in python to count the occurences of a given word in a sentence.,Lainnya
4326,Write a Python function that takes a string as input and counts the number of occurrences of each character in that string.,Data Type
4327,Generate a code in Python to find the maximum sum subarray of size k.,Lainnya
4328,Write a Python program to optimize the following code snippet so that it runs faster,Lainnya
4329,Generate a code for creating a new python dictionary with the keys and values specified,Control Structure
4330,Take an input string and write a python program to determine if it is a palindrome.,Data Type
4331,Write a Python program to randomly select an item from a list.,Data Structure
4332,Write a Python program to remove all duplicated words from a given input string.,Data Type
4333,Create a Python program to retrieve the longest string from an array of strings,Data Type
4334,Design a Python program to find the area and perimeter of a circle.,Lainnya
4335,"Generate a random number between two given numbers, using Python.",Lainnya
4336,Write a Python program to determine the number of elements in a given array before the return value is -1.,Data Structure
4337,"Create a Python program to read in a list of numbers and output a list that contains, for every even number, the list of odd numbers that sum up to it.",Data Structure
4338,Suggest a completion for the following python code to count the number of a given character in a string.,Data Type
4339,Write a function in Python to return the indices of all occurrences of a given item in a list.,Data Structure
4340,Format a numerical table of data into a JSON object in Python.,OOP
4341,Write a python program that will generate a password containing numbers and letters from an entered string.,Data Type
4342,Create a Python program that can convert a list of strings into their corresponding encoded values.,Data Structure
4343,Optimize a triple nested Python loop to perform faster.,Lainnya
4344,Create a Python script to analyze a text document. The script should locate all words with three or more characters in a row and count their frequency in the document.,Lainnya
4345,"Using the comment as the guide, generate a Python program to replace an element at a given index.",Lainnya
4346,Create a Python script to find the person with the highest grade in a classroom.,Lainnya
4347,Write a function in Python to calculate the maximum value of two given numbers.,Function
4348,Create a Python program to find out if a string contains any characters from another given string.,Data Type
4349,Write a Python program to create a FuzzyWuzzy string matching for the given two strings.,Data Type
4350,Create a program in Python that adds a given list of numbers.,Data Structure
4351,Design a function in Python to test if the given number is a prime or not.,Control Structure
4352,Write an algorithm in Python that takes a list of elements and determines if the list is sorted or not.,Data Structure
4353,Design a Python program to find the position of the maximum element in a list of numbers.,Data Structure
4354,"Design an algorithm in Python that takes two input arrays, and finds an element that is common to both arrays.",Lainnya
4355,"Convert a Python list into a string with each item separated by a comma, with no additional characters or whitespace",Data Type
4356,Create a function in Python to find the maximum value in a list.,Data Structure
4357,Develop a Python program to delete the third element of a given list.,Data Structure
4358,Develop a Python program to find all possible words from a set of characters,Data Structure
4359,Generate a solution for finding all possible subsets of a given set in Python.,Data Structure
4360,Create a program in Python to sort a given list of numbers in ascending order.,Data Structure
4361,"Write a python program to extract all the words from a given sentence and store them into a dictionary. Calculate the frequency of each word, and store them in the same dictionary keyed with the words.",Lainnya
4362,Generate a Python program to convert a given temperature from Fahrenheit to Celsius.,Lainnya
4363,Create a Python script to iterate over a list of words and print them out one by one.,Introduction Python
4364,Find and remove the unnecessary code in the following Python code snippet.,Lainnya
4365,Construct a decision tree algorithm in Python to classify credit card transactions.,Lainnya
4366,Give a Python program to extract a given number of random items from a given list.,Data Structure
4367,Create a Python program to sort a list of strings by the descending length of the strings and alphabetically in case of ties.,Data Structure
4368,Create a function that returns multiple values in Python.,Function
4369,Design a python program that takes an integer as input and returns the sum of all multiples of 3 and 5 up to (but not including) the given integer.,Lainnya
4370,Create a python program to Reverse Engineer an API and find its endpoints.,Lainnya
4371,"Using Python, write a program that takes a list of strings as input and returns a dictionary where the keys are the strings and the values are the lengths of the strings.",Data Structure
4372,Create a Python script to append a list to another list.,Data Structure
4373,"Given two strings, write a Python program to check if one is an anagram of other.",Control Structure
4374,Create a python function that takes a string as an argument and substitues each letter with its corresponding number in the alphabet.,Data Type
4375,Convert a string into a valid python program that prints the string on the terminal.,Data Type
4376,Convert a given python data structure into a json string using json package,Data Type
4377,Write a function in Python to convert a string of text into separate words in a list.,Data Type
4378,Use a random forest model in Python to predict the sale price of a house.,Lainnya
4379,Write a Python script to generate all possible permutations of a set of input strings.,Data Structure
4380,Design a class in Python that implements a stack,OOP
4381,Create a python script to split a string into its word components.,Data Type
4382,Analyze this Python code and suggest any improvements.,Lainnya
4383,Optimize the following python program to reduce running time.,Lainnya
4384,Create a Python program to count the occurrence of a specific word in a string.,Data Type
4385,Create a code to parse a web page and check whether or not a particular keyword appears in the page.,Lainnya
4386,"Given a list of phone numbers, extract only the ones that start with 08 using Python.",Data Structure
4387,Create a python function to parse a character-separated string,Operator
4388,"Slice and dice a given list in Python to filter out elements starting with the letter ""a"".",Data Structure
4389,Can you create a loop in Python to find the highest value in an array?,Data Structure
4390,Design a Python program to convert the temperature in Celsius to Fahrenheit.,Lainnya
4391,Create a Python function for converting a list to a dictionary. The function should take a list of key-value tuples and return a dictionary.,Operator
4392,Write a Python program to find the nearest 3 squares to a given number.,Lainnya
4393,Design an algorithm in Python to detect an anagram in a string.,Data Type
4394,Design a Python function to replace all occurrences of ‘x’ in a string with ‘y’.,Data Type
4395,Edit the code to make it in a Python program to check if a number is divisible by 5 and 11.,Control Structure
4396,Create a program in Python to capitalize the first letter of a given string.,Data Type
4397,Create a Python program to generate a list of prime numbers up to a certain number.,Data Structure
4398,Write a Python program to concatenate two strings and print the combined string.,Introduction Python
4399,Translate the following pseudocode into Python,Lainnya
4400,Create a Python function that takes in a string and an integer and returns a string with the input string repeated the number of times indicated by the input integer.,Data Type
4401,Create a Python program to automatically delete any repeated words from a given text.,Lainnya
4402,Create an API endpoint in Python that takes a text string as input and outputs a JSON response with the text reversed.,Data Type
4403,Write a Python code snippet to obtain the average of the elements in a given list.,Data Structure
4404,Replace the element 'apple' in a given array with 'pear' using python code.,Data Structure
4405,Create a function in Python that removes duplicates from a list of items.,Data Structure
4406,Create a Python script to remove the item 'Apple' from the given array.,Data Structure
4407,"Write a Python program to print all the numbers from 1 to n (inclusive), where n is a given number.",Introduction Python
4408,Write a Python program to classify a given set of integers depending on the parity of the remainder when they are divided by 2.,Data Structure
4409,Construct a Python program that reverses an array.,Data Structure
4410,Develop a Python program that reads in a string and reverses the words in it maintaining their order.,Data Type
4411,Write a Python program to predict the future stock price of a company.,Lainnya
4412,Generate a Python program that takes in a list of strings and outputs a new list containing only those that are between 3 and 7 characters long.,Data Structure
4413,Write a Python program to detect duplicate numbers in a given array.,Data Structure
4414,Write a Python program to extract odd elements from a list.,Data Structure
4415,Write a Python program to separate the given string into a list of words.,Data Type
4416,"Write and edit a Python function to filter a list of strings, removing any string at least 4 characters in length that contains the letter 'k'.",Data Type
4417,Write a Python script to generate a dictionary with counts of unique characters in a given string.,Data Type
4418,"Given a JSON record of a customer, write a Python program to extract the customer's name.",Lainnya
4419,Write a Python program to generate documentation in HTML format for a given Python solution.,Control Structure
4420,Calculate the number of possible permutations of a string using the following Python function.,Data Type
4421,Create a function to calculate the sum of a sequence of integers.,Function
4422,Write a function in Python that takes 2 numbers and returns their GCD.,Function
4423,"Given the following code snippet, create a function in Python that takes two strings and returns true if one string is a substring of the other.",Data Type
4424,Design a software that reverse orders of string words.,Data Type
4425,Compute the area of a given circle using its radius in Python.,Lainnya
4426,Create a Python script to fill empty cells in a Pandas DataFrame with the median value for that column.,Control Structure
4427,Generate a lambda function in Python to find the average of all the elements in a list.,Data Structure
4428,Provide a Python program to find the average number of elements in the nested list.,Data Structure
4429,Module a Python program that takes two numbers and computes the sum of their squares.,Lainnya
4430,Categorize the following Github repositories:,Lainnya
4431,Generate a Python code that takes in two sets of coordinates and prints the distance between them,Lainnya
4432,Create a function to filter out strings that are longer than 10 characters.,Function
4433,Create a Python program to search a given list of strings to find any matches to a given substring.,Data Structure
4434,Create a program in Python to compute the host BMI given a user’s height and weight.,Lainnya
4435,Create a Python program for finding all combinations of numbers that equal a given target number.,Control Structure
4436,Create a heap data structure in Python using the heapq library.,Lainnya
4437,Detect the data type of a given string in Python.,Data Type
4438,Create a mathematical expression solver function in Python.,Function
4439,Create a Python program to print the even numbers from a given list.,Introduction Python
4440,Create a function in Python that takes in an integer and returns an array containing its prime factors.,Data Structure
4441,Create an algorithm in Python to calculate the area of a triangle.,Lainnya
4442,Write a Python program to print an empty square based on size,Introduction Python
4443,Create a Python script to merge two dictionaries.,Lainnya
4444,Write a Python program to create a histogram representing the frequency distribution of a set of data.,Data Structure
4445,Devise a python code which will generate a new list with each element of the list squared.,Data Structure
4446,Create a python program which appends a new item to a given list.,Data Structure
4447,Generate a python program to alphabetically sort the following list.,Data Structure
4448,"Implement a function in Python that given an array of integers, returns the largest number in the array.",Data Structure
4449,Write a python script to compute the mean of a list of integers.,Data Structure
4450,Create a Python program to determine the missing elements from a given list.,Data Structure
4451,Design a Python script to output all values in a given list that are factors of a given integer.,Data Structure
4452,Create a function in Python that takes in a string and returns the frequency of each character in the string in form of a dictionary.,Data Type
4453,Write a Python script that takes in two lists of length n and outputs a set of combinations of the two lists such that the resulting list is of length n^2.,Data Structure
4454,Write a Python program to find the elements that are present in both lists.,Lainnya
4455,Write an algorithm in Python that searches for a given keyword in a list of strings.,Data Structure
4456,Write a Python program to do the following:,Lainnya
4457,Generate a Python code to print all the animal types entered in a list,Introduction Python
4458,Develop a Python program that can convert a given amount in American Dollar (USD) to British Pound Sterling (GBP).,Lainnya
4459,Improve the Python method provided so that it checks whether the given array is a palindrome or not.,Data Structure
4460,Generate code in python to automate the following task,Lainnya
4461,Create a Python function to create a dictionary from a given list of tuples with the first elements of each tuple as the key.,Data Structure
4462,Create a Python 3 function to calculate the length of a string.,Data Type
4463,Write a Python program that will count the words in a sentence or piece of text.,Lainnya
4464,Write an algorithm in Python to calculate the sum of the numbers of a list and store the result in a dictionary.,Data Structure
4465,Generate a function in Python that takes a natural number as argument and returns the product of all numbers up to it.,Function
4466,Create a Python function that takes a string and rotates the characters in the string by a specified integer.,Data Type
4467,Implement a Python function to search for an item in an array.,Data Structure
4468,Write a python script that does the following:,Lainnya
4469,Write a python code to create a histogram,Lainnya
4470,Design a sorting algorithm in Python that is capable of sorting very large lists.,Lainnya
4471,Implement a Python program to generate randon uniform numbers. The program should have two input parameters a lower bound and an upper bound.,Lainnya
4472,Do you know how to write a recursive Python program to delete a given element from a list?,Data Structure
4473,Rewrite the following code using classes in Python.,Lainnya
4474,Write an algorithm in Python that takes as input an array of numbers and returns the maximum element.,Data Structure
4475,Create a Python program that reads an integer and prints whether it is even or odd.,Lainnya
4476,Generate a program in Python to count the number of times a substring appears in a string?,Data Type
4477,Modify the code to output a float in python instead of integer.,Data Type
4478,Optimize the following application in Python to reduce startup time.,Lainnya
4479,Write a python program to tokenize a given text,Lainnya
4480,Create a Python program that combines two lists and returns a single list that contains a combination of elements from both.,Data Structure
4481,Write a Python program to decode the given encoded text using ROT-13 algorithm.,Operator
4482,How would you design a Python program that checks if a number is divisible by three?,Control Structure
