Instruction,Input,Output,materi,question_id
Create a variable in Python to store the length of a list.,"example_list = [1, 2, 3, 4]",list_length = len(example_list),Data Structure,3762
Write a python program to return the average value of numbers in the given list.,"numbers = [2, 4, 6, 8]","def avg_list(numbers): 
    total = 0
    for x in numbers: 
        total += x 
    return total / len(numbers)",Data Structure,3766
Create a python program to rotate a list of numbers by a given number.,"[1,2,3,4,5]","def rotate_list(nums, n):
  return nums[n:] + nums[:n]",Data Structure,3769
Develop a Python program that calculates the mean of list of numbers.,"[1, 5, 2, 4, 9]","def calculate_mean(nums):
    total = 0
    for n in nums:
        total += n
    mean = total / len(nums)
    return mean

mean = calculate_mean([1, 5, 2, 4, 9])",Data Structure,3772
Design a Python solution to find the position of a given element in a list.,"List: ['a', 'b', 'c', 'd']
Element: 'd'","def find_index(arr, element):
    for index, value in enumerate(arr): 
        if value == element: 
            return index
    return -1
  
arr = ['a', 'b', 'c', 'd']
element = 'd'
print(find_index(arr, element)) # Output: 3",Data Structure,3775
"Given an array of integers, write a function in Python to search for a given number in the array.","array = [1, 5, 8, 9], number = 5","def search_in_array(array, number):
    for element in array:
        if element == number:
            return True
    return False

array = [1, 5, 8, 9]
number = 5
result = search_in_array(array, number)
if result:
    print(""Number found"")
else:
    print(""Number not found"")",Data Structure,3776
Rewrite a python function from a set of instructions using list comprehension.,Define a function that takes a list of numbers and returns a list containing only the odd numbers from the given list.,"def odd_numbers(numbers):
 return [n for n in numbers if n % 2 != 0]",Data Structure,3781
Develop a python program to calculate the maximum product of two numbers greater than 0 in a given numerical array.,"array = [6, -3, -10, 0, 2]","def maxProduct(arr): 
    n = len(arr) 
    max_prod = 0
    for i in range(0, n): 
        for j in range(i + 1, n): 
            if arr[i] > 0 and arr[j] > 0: 
                max_prod = max(max_prod, arr[i] * arr[j]) 
  
    return max_prod 

# Input
array = [6, -3, -10, 0, 2]

# Output
result = maxProduct(array)
print(result)",Data Structure,3782
Create a Python script that will automatically detect the largest number in a given list.,"[7, 2, -4, 5, 8, 1]","def find_largest_number(list):
 largest = list[0]
 for number in list:
 if number > largest:
 largest = number
 return largest

list = [7, 2, -4, 5, 8, 1]
print(find_largest_number(list))
# Output: 8",Data Structure,3783
Generate a Python program to unpack a given list of tuples,"[(1, ""a""), (2, ""b""), (3, ""c"")]","list_of_tuples = [(1, ""a""), (2, ""b""), (3, ""c"")]

list_1, list_2 = zip(*list_of_tuples)

print(list_1)
print(list_2)",Data Structure,3784
Design a python program that returns the index of the first occurrence of an item in a given list,"item = 7
list = [1, 4, 8, 7, 5, 9, 7]","def index_first_occurrence(item, list):
    for i in range(len(list)):
        if list[i] == item:
            return i
    return -1",Data Structure,3785
Modify this Python program to sort a given list of numbers.,"numbers = [2, 3, 4, 5, 1]","numbers.sort()
print(numbers) # prints [1, 2, 3, 4, 5]",Data Structure,3786
"Using the input, create a Python program which generates a random array of length n filled with binary values.",n = 10,"import random

def random_binary_array(n):
    """"""Return a random array of length n with binary values.""""""
    array = []
    for i in range(n):
        array.append(random.choice([0, 1]))
    return array",Data Structure,3792
Create a Python function for predicting the label for a given set of features.,"[10, 20, 30]","def predict_label(features):
    # write your code here
    label = None
    
    if features[0] > 10 and features[1] > 20:
        label = ""A""
    elif features[0] > 10 and features[1] < 20:
        label = ""B""
    else:
        label = ""C""
        
    return label

features = [10, 20, 30]
label = predict_label(features)
print(label)",Data Structure,3800
Generate a python program for searching for a value in an array.,"Array: [0, 1, 2, 3, 4, 5]
Value: 3","def search_value(arr, target):
    for i in range(len(arr)):
        if arr[i] == target:
            return i
    return -1",Data Structure,3801
Write a Python program to clean up a data set containing temperature readings. Write a function that takes the raw temperature data and returns a list of cleaned up readings as integers.,"raw_readings = [""  24.8"",""31 "",""   15.6    "", ""21.9  ""]","def clean_temps(raw_readings):
 cleaned_data = []
 for reading in raw_readings:
 cleaned_data.append(int(reading.strip()))
 return cleaned_data
 
print(clean_temps(raw_readings)) 
# Output: [24, 31, 15, 21]",Data Structure,3802
Compile a Python program that takes a given list and returns a dictionary with the list elements as keys and their frequencies as values.,"[apple, orange, banana, apple, apple]","def get_frequencies(arr):
  frequency_dict = {}
  for item in arr:
    if item in frequency_dict:
      frequency_dict[item] += 1
    else:
      frequency_dict[item] = 1
  
  return frequency_dict",Data Structure,3804
Create a python program that categorizes a given list of numbers into odd and even numbers.,"list N = [1, 2, 3, 4, 5, 6]","even = []
odd = []

for num in N:
    if num % 2 == 0:
        even.append(num)
    else:
        odd.append(num)",Data Structure,3813
Construct a code in Python to reverse a given list.,"[""Apple"", ""Banana"", ""Cherry""]","myList = [""Apple"", ""Banana"", ""Cherry""]

def reverse(myList):
    myList.reverse()
    return myList

print(reverse(myList))  # [""Cherry"", ""Banana"", ""Apple""]",Data Structure,3814
Create a Python for loop that prints out each element in a given list.,"[10, 20, 30, 40]","for element in [10,20,30,40]:
    print(element)",Data Structure,3815
Create a python program to remove all the values in a list that are greater than a given value.,"list = [10, 15, 20, 25, 30], remove values greater than 15","# Defining a function to remove all the values in a list that are greater than a given value
def remove_greater(list, n):
  return [val for val in list if val <= n]

# Testing the remove_greater() function
list = [10, 15, 20, 25, 30]
print(remove_greater(list, 15)) # [10, 15]",Data Structure,3817
Generate a python program to generate a random list of N elements.,N = 5,"import random

def generate_random_list(n):
    res = []
    for _ in range(n):
        res.append(random.randint(1, 100))
    return res",Data Structure,3818
"Create a Python function that takes two lists as parameters, and returns the first list with each element doubled.","list1: [1, 2, 3] 
list2: [4, 5, 6]","def double_list(list1,list2):
  for i in range(len(list1)):
    list1[i] *= 2
  return list1

list1 = [1, 2, 3] 
list2 = [4, 5, 6]

print(double_list(list1,list2))",Data Structure,3827
Generate a list of all possible subsets of a list of size n in Python,"list = [1,2,3]","def all_subsets(lst):
    
    res = [[]]
    
    for elem in lst:
        res += [subset + [elem] for subset in res]
        
    return res
all_subsets([1,2,3])",Data Structure,3831
Write a Python program to sort a given list of numbers using QuickSort.,"[3, 8, 6, 10, 11, 4]","def quickSort(arr): 
	if len(arr) <= 1:
	return arr 
	else: 
		pivot = arr[0] 
		lessThanPivot = [number for number in arr[1:] if number <= pivot] 
		moreThanPivot = [number for number in arr[1:] if number > pivot] 
		return quickSort(lessThanPivot) + [pivot] + quickSort(moreThanPivot)

arr = [3, 8, 6, 10, 11, 4] 
print(quickSort(arr))",Data Structure,3832
"Write a function in Python that takes in two parameters, an array of integers and a target, and returns the indices of the two numbers in the array that add up to the target.","arr = [3, 5, 7, 9, 10]
target = 12","def two_sum(arr, target):
 for i in range(len(arr)):
 for j in range(i+1, len(arr)):
 if arr[i] + arr[j] == target:
 return (i, j)

# Usage
arr = [3, 5, 7, 9, 10]
target = 12

print(two_sum(arr, target))
# Output: (0, 4)",Data Structure,3833
Write a function in Python to convert a list of strings to an array of integers.,"list = ['12','14','17','25','99','168']","def convert_list_integers(str_list):
    return list(map(int, str_list))

list = ['12','14','17','25','99','168']
arr = convert_list_integers(list)
print(arr) # [12, 14, 17, 25, 99, 168]",Data Structure,3834
Write a Python function to convert an array of strings to a dictionary.,"[""John"", ""James"", ""Bubby"", ""Mary""]","def string_to_dict(strings):
    return {string: len(string) for string in strings}",Data Structure,3837
Generate a Python program to convert a list of strings to a list of integers.,"['1', '3', '2', '6']","def str_to_int(lst):
  int_lst = []
  for i in lst:
    int_lst.append(int(i))
  return int_lst",Data Structure,3839
Transform the following nested for loop into a list comprehension statement in Python.,"for i in range(2, 5): 
    for j in range(3): 
        print(i, j)","[(i,j)  for i in range(2,5) for j in range(3)]",Data Structure,3841
Write a Python program to identify the count of the largest contiguous subarray of numbers in a given array.,"arr=[-2, -3, 4, -1, -2, 1, 5, -3]","def max_contiguous_subarray(arr):
 max_end = 0
 max_so_far = 0

 for i in range(len(arr)):
 max_end = max(max_end + arr[i], 0)
 max_so_far = max(max_end, max_so_far)

 if max_so_far > 0:
 return len(arr) - max_so_far
 else:
 return 0",Data Structure,3842
Write a Python code snippet to check if a list contains duplicated elements.,"[3, 6, 8, 9, 10, 3]","""""""
Python code snippet to check if a list contains duplicated elements
""""""

def has_duplicates(arr):
    seen_elements = set()
    for elem in arr:
        if elem in seen_elements:
            return True
        seen_elements.add(elem)
    return False

if __name__ == '__main__':
    arr = [3, 6, 8, 9, 10, 3]
    print(has_duplicates(arr)) # True",Data Structure,3845
Fill in the blanks to create a Python program to calculate the total number of words in a list.,"words = [""Hello"", ""World"", ""!""]","words = [""Hello"", ""World"", ""!""]

total_words = 0
for word in words:
____ total_words = total_words + ____

print(total_words)

# Output: 3

total_words = 0
for word in words:
    length = len(word)
    total_words = total_words + length

print(total_words)

# Output: 3",Data Structure,3846
Create a searching algorithm in Python to find a target element in a list of integers.,"target = 7
elements = [1, 2, 3, 4, 5, 6, 7, 8]","def search(target, elements):
  start = 0 
  end = len(elements) - 1

  while start <= end:
    mid = (start + end) // 2 
      
    if target == elements[mid]: 
      return True 
  
    elif target < elements[mid]: 
      end = mid - 1

    else: 
      start = mid + 1
    
  return False",Data Structure,3849
Refactor the following Python function to use list comprehensions.,"def square_numbers(nums):
  result = []
  for num in nums:
    result.append(num ** 2)
  return result","def square_numbers(nums):
  return [num ** 2 for num in nums]",Data Structure,3855
Create a Python class that takes a list as input and returns a sorted list as output.,"[5, 2, 7, 3]","class SortList:
    def __init__(self, lst):
        self.lst = lst
        
    def sort_list(self):
        self.lst.sort()
        return self.lst",Data Structure,3857
Generate a new Python list that contains only the even values from a given list.,"list = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","def get_even_list(list):
    even_list = []
    for num in list:
        if num % 2 == 0:
            even_list.append(num)
    return even_list

list = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]
print(get_even_list(list))",Data Structure,3858
Write a Python program to group a list of numbers based on their modulo with a given number.,"list_numbers = [2, 6, 8, 10, 3, 7] 
num = 3","def group_modulo(list_numbers, num):
    result = {i:[] for i in range(num)}
    for number in list_numbers:
        result[number % num].append(number)
    
    return result
    
result = group_modulo(list_numbers, num)
print(result)",Data Structure,3859
Write a function in Python to sort the given list of strings based on the length of the words in ascending order.,"[""apple"", ""mango"", ""banana"", ""cherry""]","def sort_by_word_length(word_list):
	""""""
	Function to sort a given list of strings 
	based on the length of the words in ascending order.
	@param word_list: list
	@return: list
	""""""
    return sorted(word_list, key=lambda x: len(x))",Data Structure,3863
Create a Python program that reads an input list and replaces all occurrences of 0 with -1.,"[1, 0, 2, 4, 0, 5]","def replace_zeros(lst):
  for i in range(len(lst)):
    if lst[i] == 0:
      lst[i] = -1
  return lst

# Main
input_list = [1, 0, 2, 4, 0, 5]
new_list = replace_zeros(input_list)

print('List after replacement:', new_list)",Data Structure,3865
"Write a Python code that finds the maximum value of a list, given a list of numbers as input.","[1, 4, 8, 2, 6]","max_value = max([1, 4, 8, 2, 6])
print(max_value)",Data Structure,3867
Write a Python function that takes a list of names as an input and generates a dictionary of people’s names as keys and their scores as values.,"names = [""John"", ""Mary"", ""Jack"", ""Sarah""]","def names_scores(names):
    scores = {}
    for name in names:
        scores[name] = random.randint(1, 10)
    return scores",Data Structure,3870
Write a Python algorithm to convert the following text into a list of integers.,"""3, 17, 2, 9, 11""","# convert a string to list of numbers
def convert_to_list(s):
    numbers = s.split(',')
    return [int(num) for num in numbers]

text = ""3, 17, 2, 9, 11""
int_list = convert_to_list(text)
print(int_list)",Data Structure,3873
Optimize a Python function that returns the value at the index of an array (list) of size n.,"[20, 30, 50, 70, 90]","def getValueAtIndex(arr, index):
    return arr[index] if index >= 0 and index < len(arr) else 0

print(getValueAtIndex([20, 30, 50, 70, 90], 3)) # 70",Data Structure,3876
Develop a Python 3 program that takes a list of integers as an argument and returns the mean of the list.,"[1,2,3,4,5]","def mean(list):
 total = 0
 for num in list:
 total+=num
 return total/len(list)

list = [1,2,3,4,5]
mean = mean(list)
print(mean) # prints 3.0",Data Structure,3878
Create a Python code snippet to return the index of a given item from a list.,"list_of_numbers = [3, 6, 8, 4, 9, 2]
item = 6","item_index = list_of_numbers.index(item)
print(item_index) # Prints 1",Data Structure,3881
Create a function in Python to return the largest number in a list.,"[50, 30, 65, 80]","""""""
Return the largest number in a list
""""""

def largest_num(nums):
    largest = nums[0]
    for num in nums:
        if num > largest:
            largest = num
    return largest

if __name__ == '__main__':
    nums = [50, 30, 65, 80]
    print(largest_num(nums))",Data Structure,3882
Generate a Python program that implements Linear Search with a list of integers as input.,"sampleList = [5, 2, 3, 8, 0]","def linearSearch(sampleList, x):
 for i in range(len(sampleList)):
 if sampleList[i] == x:
 return i 

return -1

# Driver code
x = 5
result = linearSearch(sampleList, x)

if result == -1:
 print(""Element not found"")
else:
 print(""Element found at index"", result)",Data Structure,3883
Develop a Python script to find the element that appears most often in a given list.,"mylist = [2, 3, 4, 5, 2, 3, 2, 5, 6, 7]","from collections import Counter

mylist = [2, 3, 4, 5, 2, 3, 2, 5, 6, 7]
freq = Counter(mylist)
most_common_element = freq.most_common(1)[0][0]
print(""The most common element is %d"" %most_common_element)",Data Structure,3885
Create a Python program that takes a list and replaces all negative numbers in the list with zeros.,"[-1, 2, -3, 4, -5]","def replace_negative_with_zero(numbers):
    new_list = []

    for num in numbers:
        if num < 0:
            new_list.append(0)
        else:
            new_list.append(num)
    return new_list",Data Structure,3888
Generate a program in python that searches for an element in the given list and returns its index.,"mylist = [1, 4, 5, 8, 9]
element = 5","def search_list(mylist, element):
  
  for i in range(len(mylist)):
    if mylist[i] == element:
      return i
  
  return -1

mylist = [1, 4, 5, 8, 9]
element = 5

index = search_list(mylist, element)

if index == -1:
  print(""Element not found."")
else:
  print(""Element found at index:"", index)",Data Structure,3890
Write a Python script which iterates over a list of numbers and prints them out in reverse order.,"[1, 2, 3, 4]","numbers = [1, 2, 3, 4]
 
for i in range(len(numbers)-1, -1, -1):
    print(numbers[i])",Data Structure,3891
Write a Python program to create a new list that contains the common elements of two other lists.,"[1, 2, 3, 4], [2, 4, 6, 8]","def common_elements(list1, list2):
    common_list = []
    for element in list1:
        if element in list2:
            common_list.append(element)
    return common_list

list1 = [1, 2, 3, 4]
list2 = [2, 4, 6, 8]
print(common_elements(list1, list2))",Data Structure,3894
Create a program in Python which can calculate the median of an array of integers.,"[3, 5, 7, 4, 8, 1, 9]","def median(arr):
    arr.sort()

    if len(arr) % 2 != 0:
        return arr[len(arr)//2]
    else: 
        return (arr[len(arr)//2 - 1] + arr[len(arr)//2]) / 2

arr = [3, 5, 7, 4, 8, 1, 9]

med = median(arr)
print('Median of the given array is:', med)",Data Structure,3897
Create an algorithm in Python that takes an array of strings and sorts them in alphabetical order.,"['Jan', 'June', 'Raju', 'April']","def alphabeticalSort(arr):
    arr.sort()
    return arr

result = alphabeticalSort(['Jan', 'June', 'Raju', 'April'])
print(result)",Data Structure,3904
Create a command line application in Python which takes a list of numbers and returns whether the list is sorted.,"[1, 4, 5, 6, 7, 9]","import sys

def is_sorted(nums):
 for i in range(len(nums) - 1):
  if nums[i] > nums[i + 1]:
   return False
 return True

nums = [int(x) for x in sys.argv[1:]]

if is_sorted(nums):
 print('The list is sorted')
else:
 print('The list is not sorted')",Data Structure,3905
Write a Python program to sort a list of integers in ascending order.,"list=[4,2,3,5,1]","list = [4, 2, 3, 5, 1]
list.sort()
print(list)",Data Structure,3908
"Design a REST API endpoint in Python Flask to return a list of users, sorted by last name.",No input,"@app.route(""/users"", methods=[""GET""])
def get_users():
    users = User.query.order_by(User.last_name).all()
    return jsonify([user.serialize() for user in users]), 200",Data Structure,3909
"Given a list of strings, write a Python program to sort the strings in alphabetical order.","strings = ['Python', 'Java', 'C++', 'C#']","def sort_strings(strings):
	return sorted(strings)

if __name__ == '__main__':
	strings = ['Python', 'Java', 'C++', 'C#']
	sorted_strings = sort_strings(strings)
	print(sorted_strings)",Data Structure,3910
"Create a Python program that takes a list of numbers, sorts them in descending order, calculates the average of the numbers, and prints the result.","[3, 7, 9, 4, 5]","# Calculating average of [3, 7, 9, 4, 5]
sorted_nums = sorted([3, 7, 9, 4, 5], reverse=True)
sum_nums = sum(sorted_nums)

# Calculating average
average = sum_nums/len(sorted_nums)

# Printing the average
print('The average of the list is: ', average)",Data Structure,3915
Write a function in Python that takes two lists of integers and returns a single merged list with unique elements sorted in ascending order.,"list1 = [1, 2, 3, 4] 
list2 = [2, 4, 5, 6]","def merge_unique_sorted_lists(list1, list2):
	merged_list = list1+list2
	unique_list = list(set(merged_list))
	unique_list.sort()
	return unique_list",Data Structure,3918
Write a Python program to find the largest and smallest number from a given list of numbers.,"[7, 4, 2, 9, 0, 5]","def find_num(input_list):
    """"""Finds the largest and smallest number from a given list of numbers.""""""
    max_num = max(input_list)
    min_num = min(input_list)
    return max_num, min_num

largest, smallest = find_num([7, 4, 2, 9, 0, 5])
print('The largest number is', largest)
print('The smallest number is', smallest)",Data Structure,3933
Write a Python program to sort a list of lists of integers by the first element of the sublists. The list should be sorted in ascending order.,"[[2, 4, 6], [1, 9, 8], [3, 7, 5]]","def sortList(lst): 
    lst.sort(key = lambda x: x[0]) 
    return lst 
  
result = sortList([[2, 4, 6], [1, 9, 8], [3, 7, 5]]) 
print(result)",Data Structure,3936
Implement a function in Python to remove all instances of an item from a list.,"[1, 2, 1, 3, 4, 1], 1","def remove_item(list, item):
    while item in list:
        list.remove(item)
    return list

result = remove_item([1, 2, 1, 3, 4, 1], 1)
print(result)",Data Structure,3943
"Utilizing the list comprehension, create a python program that removes all multiples of 3 from the input list.","[3,4,6,8,9,12]","res = [x for x in [3,4,6,8,9,12] if x % 3 != 0] 
print(res)",Data Structure,3947
Create a React component for displaying a list of strings.,"[ ""javascript"",""java"",""python""]","const List = ({ items }) => { 
  return ( 
    <ul> 
      {items.map(item => ( 
        <li> 
          {item} 
        </li> 
      ))} 
    </ul> 
  ) 
};

ReactDOM.render( 
  <List items={[ ""javascript"",""java"",""python""]} />, 
  document.getElementById('root') 
);",Data Structure,3948
Create a search algorithm in Python to find a target element in a given array.,"[1, 4, 6, 8, 10], target = 8","def search(arr, target): 
  for idx, num in enumerate(arr): 
    if num == target:
      return idx
  return -1

idx = search([1, 4, 6, 8, 10], 8)
print(idx)",Data Structure,3950
Write a Python program that takes an integer and prints a set of stairs with that many levels.,Number of levels: 5,"def staircase(n):
    for i in range(1, n+1):
        for j in range(1, n+1):
            if j <= n-i:
                print(' ', end='')
            else:
                print('#', end='')
        print('')

n = 5
staircase(n)",Data Structure,3951
Generate all permutations of a given list of numbers with Python.,"[1, 2, 3]","import itertools

list_nums = [1, 2, 3]

perms = itertools.permutations(list_nums)
for perm in perms:
  print(perm)",Data Structure,3952
Design a method in Python to deduplicate a given list of elements.,"[4, 5, 1, 9, 5, 4, 3]","# store the given list
my_list = [4, 5, 1, 9, 5, 4, 3]

# remove the duplicates
deduplicated_list = list(set(my_list))

# print the result
print(""Deduplicated list:"", deduplicated_list)",Data Structure,3956
Output a program in Python to find the most frequent occurring item in an array,"arr = [1,3,3,3,4,4,4,4,5,5]","from collections import Counter

arr = [1,3,3,3,4,4,4,4,5,5]
data = Counter(arr)
get_mode = dict(data)
mode = [k for k, v in get_mode.items() if v == max(list(data.values()))]

print(f""Mode of the given list is {mode}"")",Data Structure,3959
Write a Python program to optimize a given array of integers such that each element is greater than or equal to the previous element in the array.,"[7, 2, 5, 8, 4, 0]","def optimize_array(array):
    optimized_array = []
    prev = -float(""inf"")
    for n in array:
        if(n>=prev):
            optimized_array.append(n)
            prev = n
    return optimized_array

array = [7, 2, 5, 8, 4, 0]
print(optimize_array(array))
# Output: [7, 5, 8, 4]",Data Structure,3961
"Using the input, generate a Python program that prints out the frequency of each item in the list.","[""apple"", ""banana"", ""apple"", ""banana"", ""orange""]","def item_freq(list_input):
    freq = {} 
  
    for item in list_input: 
        if (item in freq): 
            freq[item] += 1
        else: 
            freq[item] = 1
  
    for key, value in freq.items(): 
        print (""% s : % d""%(key, value))",Data Structure,3964
Prepare a python program that displays a decoded message given in a list.,"code = [1,2,3,2,2,3,1,3]","code = [1,2,3,2,2,3,1,3]

message = """"
for d in code:
    if d == 1:
        message += ""A""
    elif d == 2:
        message += ""B""
    elif d == 3:
        message += ""C""
print(message)",Data Structure,3965
Develop a Python program to show the product of all odd number components in an array.,"[3,4,5,6,7]","""""""
Python program to show the product of all odd numbers in an array
""""""

def product_of_odds(arr):
    product = 1
    for num in arr:
        if num % 2 != 0:
            product *= num
    return product

if __name__ == '__main__':
    arr = [3, 4, 5, 6, 7]
    print(product_of_odds(arr)) # 105",Data Structure,3969
Write a valid Python program that takes a list and outputs the sum of the elements.,"[1, 2, 3]","def sumListElements(arr):
    sum = 0
    for num in arr:
        sum += num
    return sum

result = sumListElements([1,2,3]) 
print(result)",Data Structure,3970
Create a web crawler in Python that takes a given URL and prints out a list of links.,https://www.example.com,"from bs4 import BeautifulSoup
import requests

url = 'https://www.example.com'
response = requests.get(url)

soup = BeautifulSoup(response.text, 'lxml')
for link in soup.find_all('a'):
    print(link.get('href'))",Data Structure,3971
Write a Python program to find the list of words that are longer than given length,"word_list = [""Red"", ""Green"", ""Blue"", ""Yellow"", ""Orange""]
length = 5","# Create a list to store the result
long_words_list = []

# Iterate the list to find words longer than the given length
for word in word_list:
    if len(word) > length:
        long_words_list.append(word)

# Print the result
print(long_words_list)",Data Structure,3973
Write a Python program to extract the last two digits of the given array of integers.,"arr = [30, 2993, 10056]","res = []
for num in arr:
    res.append(num%100)
print(res) # [30, 93, 56]",Data Structure,3974
Create a Python function called add_marks which takes two parameters: marks(a list) and mark(an integer). The function should add the mark to each value in the marks list.,"marks = [87, 56, 99, 54]
mark = 4","def add_marks(marks, mark):
 return [m + mark for m in marks]",Data Structure,3978
Develop Python code to reverse an array.,"arr = [1, 2, 3, 4, 5]","def reverse_array(arr): 
    start = 0
    end = len(arr) - 1
      
    while start < end: 
        arr[start], arr[end] = arr[end], arr[start] 
        start += 1
        end -= 1
    return arr 
  
# Driver code 
arr = [1, 2, 3, 4, 5] 
print(reverse_array(arr))",Data Structure,3985
Write a python program to split a list into two halves,"data = [1, 2, 3, 4, 5]","def split_list(data):
    # Calculate the length of data
    length = len(data)
    # calculate the midpoint of the list 
    midpoint = length//2
    
    # split the data into two halves 
    first_half = data[:midpoint]
    second_half = data[midpoint:]
    
    return first_half, second_half
    
split_list([1, 2, 3, 4, 5]) # Returns ([1, 2], [3, 4, 5])",Data Structure,3987
"Write a Python program to sum the list of integers in ""input_list"".","input_list = [1, 2, 3, 4, 5]","def sum_list(input_list):
    total = 0
    for item in input_list:
        total += item
    return total",Data Structure,3995
Modify the given function to sort a list of tuples based on the second index of each tuple in Python.,"def sort_list_of_tuples(input_list):
    pass","def sort_list_of_tuples(input_list):
    sorted_list = sorted(input_list, key=lambda tup: tup[1])
    return sorted_list",Data Structure,3997
Write a code snippet in Python for sorting a given array of numbers in ascending order.,"[3, 7, 1, 5]","def sort_array(arr): 
    arr.sort() 
    return arr 

sort = sort_array([3, 7, 1, 5])

print(sort)",Data Structure,4000
Sort a list in descending order using a lambda function in Python.,"Input list : [1, 5, -9, 8, 21]","list = [1, 5, -9, 8, 21]
sorted_list = sorted(list, reverse=True, key= lambda x:x)
print(sorted_list)",Data Structure,4007
Create a machine learning algorithm in Python that takes a set of data points and classifies them into two distinct classes.,"Examples [[1,2], [-2,3], [-1,-4], [0,0]]","import numpy as np
from sklearn.svm import LinearSVC

X = np.array([[1, 2], [-2, 3], [-1, -4], [0, 0]])
# y = [1, -1, -1, 0]
y = np.array([1, -1, -1, 0])

clf = LinearSVC()
clf.fit(X, y)

# Predict the class of the points [[3, -1], [-2, 0]]
predictions = clf.predict([[3, -1], [-2, 0]])
# Output -> [1, -1]",Data Structure,4011
Generate a Python function which takes an array and a value and returns the index at which this value is present in the array.,"arr = [2, 5, 9, 15], x = 5","def find_index(arr, x):
    for i in range(len(arr)):
        if arr[i] == x:
            return i
    return -1

print(find_index(arr, x))",Data Structure,4013
Construct a python function that sorts a list of tuples containing the names of the keys and values of a dictionary.,"dictionary = {'a': 4, 'b': 2, 'c': 3, 'd': 1}","def sort_dictionary(dictionary):
    return sorted(dictionary.items(), key=lambda x: x[1])",Data Structure,4016
Write a Python program to arrange the following list in descending order,"[4,7,1,10,3]","arr = [4,7,1,10,3]

arr.sort(reverse=True)

print(arr)
# Output: [10, 7, 4, 3, 1]",Data Structure,4019
Create a function in Python that takes a list of strings as an argument and sorts the strings in alphabetical order.,"[""Hello"", ""World"", ""Foo"", ""Bar""]","def sort_strings(strings):
    strings.sort()
    return strings",Data Structure,4021
"Given a set of data, develop a Python program to classify the data into two categories: low and high.","[8, 5, 9, 1, 3, 10]","# Define the threshold
threshold = 5

def classify(data):
  result = []
  for item in data:
    if item <= threshold:
      result.append('low')
    else:
      result.append('high')
  return result

print(classify([8, 5, 9, 1, 3, 10]))
# Output: ['high', 'low', 'high', 'low', 'low', 'high']",Data Structure,4022
Write a Python program that takes a list of integers and returns a list of their squares.,"[1, 2, 3, 4]","def square_list(l):
 return [i**2 for i in l]

print(square_list([1, 2, 3, 4]))
# Output: [1, 4, 9, 16]",Data Structure,4024
Write a Python program to get a slice of elements from a list.,"mylist = [1,2,3,4,5,6]","def get_slice(mylist, start, end):
    return mylist[start:end]

result = get_slice([1,2,3,4,5,6], 2, 5)
print(result)",Data Structure,4026
"Write a function in Python that takes a list of numbers as an input, and returns the largest of them.","[1, 2, 3, 4, 5]","def largest(list):
 largest = 0
 for number in list:
 if number > largest:
 largest = number
 return largest

print(largest([1, 2, 3, 4, 5]))
# Outputs 5",Data Structure,4027
Develop an algorithm in Python that takes an array of integers and finds two numbers whose sum is the given target.,"The array : [1, 3, 5, 7, 9]
The target : 12","def two_sum(arr, target):
 for num1 in arr:
 for num2 in arr:
 if num1 + num2 == target:
 return (num1, num2)

result = two_sum([1, 3, 5, 7, 9], 12)
print(result)
# Output -> (5, 7)",Data Structure,4031
Create a list in Python from a given list of numbers.,"[1, 2, 4, 8, 16]","myList = [1, 2, 4, 8, 16]",Data Structure,4032
Write a python program to search through a list of integers and find the smallest number.,"int_list = [25, 64, 11, 43, 7]","def find_smallest(int_list):
    # set the minimum value to the first item in the list initially
    min_val = int_list[0]
    # loop over the list and compare each item to the minimum value
    for num in int_list:
        if num < min_val:
            min_val = num
    # return the minimum value
    return min_val",Data Structure,4038
"Write a Python program to edit this list of lists and remove any empty lists from the beginning, middle and end of the list.","[[], [2, 3], [], [4, 5], [], [6]]","def remove_empty_lists(lst):
  new_lst = []
  for li in lst:
    if li:
      new_lst.append(li)
  return new_lst

# call the function  
modified_list = remove_empty_lists([[], [2, 3], [], [4, 5], [], [6]])

print(modified_list)  
# Output: [[2, 3], [4, 5], [6]]",Data Structure,4039
Write Python code to normalize the values of a list of numbers by subtracting each number from the maximum value in the list and dividing it by the maximum value.,"[7, 8, 10],","def normalize(lst): 
    max_num = max(lst)
    normalized_lst = [(num-max_num)/max_num for num in lst]
    return normalized_lst

lst = [7,8,10]
normalized_values = normalize(lst)
print(normalized_values)",Data Structure,4040
Write a python program that prints a greeting for each name in the given list,"names = ['John', 'Mary', 'James']","for name in names:
    print('Hello ' + name + '!')",Data Structure,4042
Write a Python program to combine two lists of dictionaries into one list.,"list1: [{'a','b', 'c'}, {'d' : 'e', 'f': 'g'}]
list2: [{'h' : 'i', 'j': 'k'}, {'l': 'm'}]","combined = [{'a': 'b', 'c'}, {'d': 'e', 'f': 'g'}, {'h': 'i', 'j' : 'k'}, {'l': 'm'}]",Data Structure,4046
