Instruction,Input,Output,materi,question_id,Full Code,Template
Write a Python function to find the intersection of two given sets.,"set1 = [1, 2, 3, 4], set2 = [2, 3, 4, 5]","def intersection(set1, set2): 
    return [i for i in set1 if i in set2]",Function,4299,"def intersection(set1, set2): 
    return [i for i in set1 if i in set2]","    ___
    return [i for i in set1 if i in set2]"
Write a Python function to generate the concatenation of two inputs strings.,"string1 = ""Hello ""
string2 = ""World!""","def concatenate_string(string1, string2):
    return string1 + string2

string1 = ""Hello ""
string2 = ""World!""

concatenated_string = concatenate_string(string1, string2)
print(concatenated_string)",Function,4305,"def concatenate_string(string1, string2):
    return string1 + string2

string1 = ""Hello ""
string2 = ""World!""

concatenated_string = concatenate_string(string1, string2)
print(concatenated_string)","    ___
    return string1 + string2

string1 = ""Hello ""
string2 = ""World!""

concatenated_string = concatenate_string(string1, string2)
print(concatenated_string)"
Write a function in Python to calculate the maximum value of two given numbers.,12 and 15,"def max_val(num1, num2):
    # function to find the maximum value of two numbers
    if(num1 > num2):
        return num1
    else:
        return num2

# get the input values from the user
a = int(input(""Enter first number: ""))
b = int(input(""Enter second number: ""))

# call the max_val() function
max_val = max_val(a,b)

print(""The maximum value is:"", max_val)",Function,4347,"def max_val(num1, num2):
    # function to find the maximum value of two numbers
    if(num1 > num2):
        return num1
    else:
        return num2

# get the input values from the user
a = int(input(""Enter first number: ""))
b = int(input(""Enter second number: ""))

# call the max_val() function
max_val = max_val(a,b)

print(""The maximum value is:"", max_val)","    ___
    # function to find the maximum value of two numbers
    if(num1 > num2):
        return num1
    else:
        return num2

# get the input values from the user
a = int(input(""Enter first number: ""))
b = int(input(""Enter second number: ""))

# call the max_val() function
max_val = max_val(a,b)

print(""The maximum value is:"", max_val)"
Create a function that returns multiple values in Python.,No input needed.,"def multiple_values():
    x = 2
    y = 7
    z = ""Hello""
    return x, y, z

x, y, z = multiple_values()

print(x, y, z) # 2 7 Hello",Function,4368,"def multiple_values():
    x = 2
    y = 7
    z = ""Hello""
    return x, y, z

x, y, z = multiple_values()

print(x, y, z) # 2 7 Hello","    ___
    x = 2
    y = 7
    z = ""Hello""
    return x, y, z

x, y, z = multiple_values()

print(x, y, z) # 2 7 Hello"
Create a function to calculate the sum of a sequence of integers.,"[1, 2, 3, 4, 5]","# Python code
def sum_sequence(sequence):
  sum = 0
  for num in sequence:
    sum += num
  return sum",Function,4421,"# Python code
def sum_sequence(sequence):
  sum = 0
  for num in sequence:
    sum += num
  return sum","# Python code
    ___
  sum = 0
    ___
    sum += num
  return sum"
Write a function in Python that takes 2 numbers and returns their GCD.,"48, 18","def findGCD(a,b): 
    if (a == 0) 
        return b 
    if (b == 0) 
        return a 
    
    if (a == b): 
        return a 
          
    # If a is greater 
    if (a > b): 
        return findGCD(a-b, b) 
    return findGCD(a, b-a) 

if __name__ == '__main__': 
      a = 48 
      b = 18 
      print(""GCD of"", a , b, ""is:"", findGCD(a, b))",Function,4422,"def findGCD(a,b): 
    if (a == 0) 
        return b 
    if (b == 0) 
        return a 
    
    if (a == b): 
        return a 
          
    # If a is greater 
    if (a > b): 
        return findGCD(a-b, b) 
    return findGCD(a, b-a) 

if __name__ == '__main__': 
      a = 48 
      b = 18 
      print(""GCD of"", a , b, ""is:"", findGCD(a, b))","    ___
    if (a == 0) 
        return b 
    if (b == 0) 
        return a 
    
    ___
        return a 
          
    # If a is greater 
    ___
        return findGCD(a-b, b) 
    return findGCD(a, b-a) 

    ___
      a = 48 
      b = 18 
      print(""GCD of"", a , b, ""is:"", findGCD(a, b))"
Create a function to filter out strings that are longer than 10 characters.,"[""Hello"", ""World"", ""Python"", ""Programming""]","def filter_long_strings(arr):
  result = []
  for word in arr:
    if len(word) <= 10:
      result.append(word)
  return result

myArr = [""Hello"", ""World"", ""Python"", ""Programming""]
print(filter_long_strings(myArr))

# Output: [""Hello"", ""World"", ""Python""]",Function,4432,"def filter_long_strings(arr):
  result = []
  for word in arr:
    if len(word) <= 10:
      result.append(word)
  return result

myArr = [""Hello"", ""World"", ""Python"", ""Programming""]
print(filter_long_strings(myArr))

# Output: [""Hello"", ""World"", ""Python""]","    ___
  result = []
    ___
    ___
      result.append(word)
  return result

myArr = [""Hello"", ""World"", ""Python"", ""Programming""]
print(filter_long_strings(myArr))

# Output: [""Hello"", ""World"", ""Python""]"
Create a mathematical expression solver function in Python.,"""2 + 2""","def expression_solver(expression):
    '''This function solves a given mathematical expression'''

    return eval(expression)

expression = ""2 + 2""

result = expression_solver(expression)

print(result) # 4",Function,4438,"def expression_solver(expression):
    '''This function solves a given mathematical expression'''

    return eval(expression)

expression = ""2 + 2""

result = expression_solver(expression)

print(result) # 4","    ___
    '''This function solves a given mathematical expression'''

    return eval(expression)

expression = ""2 + 2""

result = expression_solver(expression)

print(result) # 4"
Generate a function in Python that takes a natural number as argument and returns the product of all numbers up to it.,n = 4,"def getProduct(n):
  result = 1
  for i in range(n):
    result *= i+1
    
  return result",Function,4465,"def getProduct(n):
  result = 1
  for i in range(n):
    result *= i+1
    
  return result","    ___
  result = 1
    ___
    result *= i+1
    
  return result"
Write a generator function in Python to generate unique integer numbers in a given range.,"min value = 10, max value = 20","def unique_integers_generator(start, end):
    i = start
    used = set()
    while i <= end:
        if i not in used:
            used.add(i)
            yield i
        i += 1

for i in unique_integers_generator(10, 20):
    print(i)",Function,4488,"def unique_integers_generator(start, end):
    i = start
    used = set()
    while i <= end:
        if i not in used:
            used.add(i)
            yield i
        i += 1

for i in unique_integers_generator(10, 20):
    print(i)","    ___
    i = start
    used = set()
    ___
    ___
            used.add(i)
            yield i
        i += 1

    ___
    print(i)"
Fix the errors in the following python program to return the correct output.,"def foo(a, b):
return a + b

x = foo(2, 3)
print(x)","def foo(a, b):
    return a + b

x = foo(2, 3)
print(x)  # output is 5",Function,4490,"def foo(a, b):
    return a + b

x = foo(2, 3)
print(x)  # output is 5","    ___
    return a + b

x = foo(2, 3)
print(x)  # output is 5"
Write a Python function that takes three numbers as arguments and returns the maximum value.,"2, 5, 3","def max_val(a, b, c):
    if (a > b and a > c): 
        return a
    elif (b > a and b > c):
        return b
    else: 
        return c

result = max_val(2, 5, 3)
print(result)",Function,4505,"def max_val(a, b, c):
    if (a > b and a > c): 
        return a
    elif (b > a and b > c):
        return b
    else: 
        return c

result = max_val(2, 5, 3)
print(result)","    ___
    ___
        return a
    ___
        return b
    else: 
        return c

result = max_val(2, 5, 3)
print(result)"
Create a function in Python to calculate the number of hours a worker worked in a week given the number of hours worked in a day.,Number of hours worked per day: 7,"def hours_worked_week(hours_per_day):
    hours_worked_week = hours_per_day * 7
    return hours_worked_week",Function,4512,"def hours_worked_week(hours_per_day):
    hours_worked_week = hours_per_day * 7
    return hours_worked_week","    ___
    hours_worked_week = hours_per_day * 7
    return hours_worked_week"
Create a function in Python to extract all words from a sentence that are greater than 3 chars in length.,This is a sample sentence,"def extract_long_words(s):
 words = s.split()
 filtered = [w for w in words if len(w) > 3]
 return filtered",Function,4521,"def extract_long_words(s):
 words = s.split()
 filtered = [w for w in words if len(w) > 3]
 return filtered","    ___
 words = s.split()
 filtered = [w for w in words if len(w) > 3]
 return filtered"
Write a function in Python to return the square root of a number.,A number: 49,"import math

def square_root(num):
    return math.sqrt(num)

num = 49
print(""Square root of "", num, "" is: "", square_root(num))",Function,4538,"import math

def square_root(num):
    return math.sqrt(num)

num = 49
print(""Square root of "", num, "" is: "", square_root(num))","import math

    ___
    return math.sqrt(num)

num = 49
print(""Square root of "", num, "" is: "", square_root(num))"
Modify the following Python code such that a thread is started from within the function.,"def doSomething():
    # Do something","import threading

def doSomething():
	#Do something
    t = threading.Thread(target=functionName)
    t.start()",Function,4557,"import threading

def doSomething():
	#Do something
    t = threading.Thread(target=functionName)
    t.start()","import threading

    ___
	#Do something
    t = threading.Thread(target=functionName)
    t.start()"
Create a Python function to extract the largest prime factor from a given number.,number = 35,"def largest_prime_factor(number):
 largest_factor = 1
 for i in range(2, number+1):
 while number % i == 0:
 largest_factor = i
 number //= i
 return largest_factor

largest_prime_factor(35) # Output: 5",Function,4568,"def largest_prime_factor(number):
 largest_factor = 1
 for i in range(2, number+1):
 while number % i == 0:
 largest_factor = i
 number //= i
 return largest_factor

largest_prime_factor(35) # Output: 5","    ___
 largest_factor = 1
    ___
    ___
 largest_factor = i
 number //= i
 return largest_factor

largest_prime_factor(35) # Output: 5"
Generate a Python function that takes in a number as a parameter and finds its Fibonacci number.,5,"def fibonacci(n):
    a, b = 0, 1
    for i in range(n):
        a, b = b, a + b
    
    return a

fibonacci_number = fibonacci(5)
print(fibonacci_number)",Function,4577,"def fibonacci(n):
    a, b = 0, 1
    for i in range(n):
        a, b = b, a + b
    
    return a

fibonacci_number = fibonacci(5)
print(fibonacci_number)","    ___
    a, b = 0, 1
    ___
        a, b = b, a + b
    
    return a

fibonacci_number = fibonacci(5)
print(fibonacci_number)"
Design a Python function that outputs the sum of all multiples of 4 and 7 between 1 and a given number n.,100,"def sum_multiples_4_7(n): 
      
    sum = 0
    # iterate from 1 to n 
    for i in range(1, n+1): 
          
        # Sum only if it's a
        # multiple of 4 or 7 
        if(i % 4 == 0 or i % 7 == 0): 
            sum += i 
    return sum

result = sum_multiples_4_7(100)
print(result)",Function,4606,"def sum_multiples_4_7(n): 
      
    sum = 0
    # iterate from 1 to n 
    for i in range(1, n+1): 
          
        # Sum only if it's a
        # multiple of 4 or 7 
        if(i % 4 == 0 or i % 7 == 0): 
            sum += i 
    return sum

result = sum_multiples_4_7(100)
print(result)","    ___
      
    sum = 0
    # iterate from 1 to n 
    ___
          
        # Sum only if it's a
        # multiple of 4 or 7 
        if(i % 4 == 0 or i % 7 == 0): 
            sum += i 
    return sum

result = sum_multiples_4_7(100)
print(result)"
Gadgetize the following Python function to accept any number of inputs,"def sum_two(input1, input2):
 return input1 + input2","def sum(*args):
   total = 0
   for arg in args:
       total += arg
   return total",Function,4619,"def sum(*args):
   total = 0
   for arg in args:
       total += arg
   return total","    ___
   total = 0
    ___
       total += arg
   return total"
Write a function in Python to extract the domain name from an email address.,test@example.com,"def get_domain_name_from_email(email):
    return email.split('@')[-1]",Function,4626,"def get_domain_name_from_email(email):
    return email.split('@')[-1]","    ___
    return email.split('@')[-1]"
Create a Python function that takes two strings as arguments and returns their concatenation with a single dash in between.,"first_str = ""Hello""
second_str = ""World""","def concatenate_strings(first_str, second_str):
    return first_str + '-' + second_str

first_str = ""Hello""
second_str = ""World""
result = concatenate_strings(first_str, second_str)
print(result)",Function,4631,"def concatenate_strings(first_str, second_str):
    return first_str + '-' + second_str

first_str = ""Hello""
second_str = ""World""
result = concatenate_strings(first_str, second_str)
print(result)","    ___
    return first_str + '-' + second_str

first_str = ""Hello""
second_str = ""World""
result = concatenate_strings(first_str, second_str)
print(result)"
Rewrite this Python code block to use the reduce function.,"lst = [4, 1, 3, 2, 6, 5]
result = []
for i in range(len(lst)):
    result.append(lst[i] * 2)","from functools import reduce

lst = [4, 1, 3, 2, 6, 5]

result = reduce(lambda a, b: a + [b * 2], lst, [])",Function,4656,"from functools import reduce

lst = [4, 1, 3, 2, 6, 5]

result = reduce(lambda a, b: a + [b * 2], lst, [])","from functools import reduce

lst = [4, 1, 3, 2, 6, 5]

result = reduce(lambda a, b: a + [b * 2], lst, [])"
Create a function in python that takes two integers as inputs and outputs the greatest common divisor.,"105, 45","def gcd(x, y): 
  
   while(y): 
       x, y = y, x % y 
  
   return x 
  
 # driver code  
x = 105
y = 45 
print(""The gcd of"", x,  
                        ""and"", y, ""is"", gcd(x, y))",Function,4674,"def gcd(x, y): 
  
   while(y): 
       x, y = y, x % y 
  
   return x 
  
 # driver code  
x = 105
y = 45 
print(""The gcd of"", x,  
                        ""and"", y, ""is"", gcd(x, y))","    ___
  
   while(y): 
       x, y = y, x % y 
  
   return x 
  
 # driver code  
x = 105
y = 45 
print(""The gcd of"", x,  
                        ""and"", y, ""is"", gcd(x, y))"
Write a function in Python to implement a search algorithm.,"List = [0, 1, 4, 3, 2, 5]","def search(list, query): 
    found_indices = [] 
    for i in range(len(list)): 
        if list[i] == query: 
            found_indices.append(i) 
    return found_indices",Function,4679,"def search(list, query): 
    found_indices = [] 
    for i in range(len(list)): 
        if list[i] == query: 
            found_indices.append(i) 
    return found_indices","    ___
    found_indices = [] 
    ___
    ___
            found_indices.append(i) 
    return found_indices"
Design a function in Python that takes in a number n and prints the first n rows of the Pascal's Triangle.,10,"def print_pascal_triangle(n):
  prev_line = [1]
  print(prev_line)

  for i in range(1, n):
    line = [1]
    for j in range(1, i):
      line.append(prev_line[j-1] + prev_line[j])
    line.append(1)
    prev_line = line
    print(line)

print_pascal_triangle(10)",Function,4684,"def print_pascal_triangle(n):
  prev_line = [1]
  print(prev_line)

  for i in range(1, n):
    line = [1]
    for j in range(1, i):
      line.append(prev_line[j-1] + prev_line[j])
    line.append(1)
    prev_line = line
    print(line)

print_pascal_triangle(10)","    ___
  prev_line = [1]
  print(prev_line)

    ___
    line = [1]
    ___
      line.append(prev_line[j-1] + prev_line[j])
    line.append(1)
    prev_line = line
    print(line)

print_pascal_triangle(10)"
Write a function in Python to query the database and return the row value.,"Table Name: People
Columns: Name, Age, Gender","def query_database(table_name, columns):
    conn = sqlite3.connect('test.db') 
    cur = conn.cursor() 

    cur.execute(f""SELECT {columns} FROM {table_name}"") 

    rows = cur.fetchall()

    conn.close()
    return rows",Function,4689,"def query_database(table_name, columns):
    conn = sqlite3.connect('test.db') 
    cur = conn.cursor() 

    cur.execute(f""SELECT {columns} FROM {table_name}"") 

    rows = cur.fetchall()

    conn.close()
    return rows","    ___
    conn = sqlite3.connect('test.db') 
    cur = conn.cursor() 

    cur.execute(f""SELECT {columns} FROM {table_name}"") 

    rows = cur.fetchall()

    conn.close()
    return rows"
Implement a function to merge and sort two given sorted lists in Python.,"list_1 = [1, 3, 5, 6, 7]
list_2 = [4, 8, 9, 10]","def merge_sort(list_1, list_2):
    merged_list = list_1 + list_2
    merged_list.sort()
    return merged_list

if __name__ == '__main__':
    list_1 = [1, 3, 5, 6, 7]
    list_2 = [4, 8, 9, 10]
    print(merge_sort(list_1, list_2))",Function,4706,"def merge_sort(list_1, list_2):
    merged_list = list_1 + list_2
    merged_list.sort()
    return merged_list

if __name__ == '__main__':
    list_1 = [1, 3, 5, 6, 7]
    list_2 = [4, 8, 9, 10]
    print(merge_sort(list_1, list_2))","    ___
    merged_list = list_1 + list_2
    merged_list.sort()
    return merged_list

    ___
    list_1 = [1, 3, 5, 6, 7]
    list_2 = [4, 8, 9, 10]
    print(merge_sort(list_1, list_2))"
Write a function in Python to convert a Celsius temperature to Fahrenheit degree.,Temperature in Celsius: 20,"def celsius_to_fahrenheit(cel):
  return cel * 1.8 + 32

temp_in_fahrenheit = celsius_to_fahrenheit(20)
print(""Temperature in Fahrenheit:"", temp_in_fahrenheit)",Function,4736,"def celsius_to_fahrenheit(cel):
  return cel * 1.8 + 32

temp_in_fahrenheit = celsius_to_fahrenheit(20)
print(""Temperature in Fahrenheit:"", temp_in_fahrenheit)","    ___
  return cel * 1.8 + 32

temp_in_fahrenheit = celsius_to_fahrenheit(20)
print(""Temperature in Fahrenheit:"", temp_in_fahrenheit)"
Edit the given Python program to return the absolute value of a given number,"def absolute_value(x):
    if x < 0:
        return -x","def absolute_value(x):
    if x < 0:
        return -x
    else:
        return x",Function,4749,"def absolute_value(x):
    if x < 0:
        return -x
    else:
        return x","    ___
    ___
        return -x
    else:
        return x"
Write a Python function to extract the last digits of a given integer.,n = 12345,"def extract_last_digits(n):
  return int(str(n)[-2:])

result = extract_last_digits(12345)
print(result)",Function,4765,"def extract_last_digits(n):
  return int(str(n)[-2:])

result = extract_last_digits(12345)
print(result)","    ___
  return int(str(n)[-2:])

result = extract_last_digits(12345)
print(result)"
Create a function in Python that takes an integer route x as input and returns all possible subsequences of length x.,x = 2,"def subsequences(x):
 subs = []
 for i in range(1<<x):
 sub = []
 for j in range(x):
 if (i & (1 << j)) > 0:
 sub.append(j)
 subs.append(sub)
 return subs",Function,4772,"def subsequences(x):
 subs = []
 for i in range(1<<x):
 sub = []
 for j in range(x):
 if (i & (1 << j)) > 0:
 sub.append(j)
 subs.append(sub)
 return subs","    ___
 subs = []
    ___
 sub = []
    ___
    ___
 sub.append(j)
 subs.append(sub)
 return subs"
Create a function in Python to group data by a column and apply aggregate functions on each group.,"df = pd.DataFrame({""A"": [""foo"", ""foo"", ""foo"", ""foo"", ""foo"",""bar"", ""bar"", ""bar"", ""bar""],
                   ""B"": [""one"", ""one"", ""one"", ""two"", ""two"",""one"", ""one"", ""two"", ""two""],
                   ""C"": [1, 2, 3, 4, 5, 6, 7, 8, 9],
                   ""D"": [2, 3, 4, 5, 6, 7, 6, 8, 9]})","group_by_column = df.groupby(""B"").agg({'C': 'sum', 'D': 'mean'})",Function,4803,"group_by_column = df.groupby(""B"").agg({'C': 'sum', 'D': 'mean'})","group_by_column = df.groupby(""B"").agg({'C': 'sum', 'D': 'mean'})"
Create a Python function to return the maximum number of valid parentheses in a given expression.,"expression = ""((()))()""","def max_valid_parenthesis(expression):
    max_value = 0
    # Keep a count of left parentheses
    count = 0
    for char in expression:
        if char == '(':
            count += 1
            max_value = max(max_value, count)
        else:
            count -= 1

    return max_value",Function,4805,"def max_valid_parenthesis(expression):
    max_value = 0
    # Keep a count of left parentheses
    count = 0
    for char in expression:
        if char == '(':
            count += 1
            max_value = max(max_value, count)
        else:
            count -= 1

    return max_value","    ___
    max_value = 0
    # Keep a count of left parentheses
    count = 0
    ___
    ___
            count += 1
            max_value = max(max_value, count)
        else:
            count -= 1

    return max_value"
Convert the following statement into a function in Python.,"If a given number is divisible by 4 and greater than 1000, print ""TRUE""","def count_divisible_by_four(num):
    """"""Prints ""True"" if the given number is divisible by 4 and greater than 1000""""""
    if num >= 1000 and num % 4 == 0:
        print(""TRUE"")",Function,4809,"def count_divisible_by_four(num):
    """"""Prints ""True"" if the given number is divisible by 4 and greater than 1000""""""
    if num >= 1000 and num % 4 == 0:
        print(""TRUE"")","    ___
    """"""Prints ""True"" if the given number is divisible by 4 and greater than 1000""""""
    ___
        print(""TRUE"")"
Optimize the following function in Python to make it run faster,"def gcd(x, y): 
    while(y): 
        x, y = y, x % y 
    return x","def gcd(x, y): 
    if x == 0: 
        return y 
    if y == 0: 
        return x 
    if x == y: 
        return x 
    if x > y: 
        small = y 
    else: 
        small = x 
    for i in range(1, small+1): 
        if((x % i == 0) and (y % i == 0)): 
            gcd = i 
    return gcd",Function,4810,"def gcd(x, y): 
    if x == 0: 
        return y 
    if y == 0: 
        return x 
    if x == y: 
        return x 
    if x > y: 
        small = y 
    else: 
        small = x 
    for i in range(1, small+1): 
        if((x % i == 0) and (y % i == 0)): 
            gcd = i 
    return gcd","    ___
    ___
        return y 
    ___
        return x 
    ___
        return x 
    ___
        small = y 
    else: 
        small = x 
    ___
        if((x % i == 0) and (y % i == 0)): 
            gcd = i 
    return gcd"
Create a function in Python to improve the readability of a text by converting it into title case.,"""This is My Sample Text for Testing""","def to_title_case(text):
    words = text.split()
    title_case_words = [word.capitalize() for word in words]

    return "" "".join(title_case_words)",Function,4819,"def to_title_case(text):
    words = text.split()
    title_case_words = [word.capitalize() for word in words]

    return "" "".join(title_case_words)","    ___
    words = text.split()
    title_case_words = [word.capitalize() for word in words]

    return "" "".join(title_case_words)"
Create a Python function to label the data correctly,"dataset = [[1, 2, 3], [4, 5, 6], [7, 8, 9]]","def label_data(dataset):
    labeled_data = []
    for data in dataset:
        label = ''
        for value in data:
            if value % 2 == 0:
                label += 'E'
            else:
                label += 'O'
        labeled_data.append(label)
    return labeled_data",Function,4831,"def label_data(dataset):
    labeled_data = []
    for data in dataset:
        label = ''
        for value in data:
            if value % 2 == 0:
                label += 'E'
            else:
                label += 'O'
        labeled_data.append(label)
    return labeled_data","    ___
    labeled_data = []
    ___
        label = ''
    ___
    ___
                label += 'E'
            else:
                label += 'O'
        labeled_data.append(label)
    return labeled_data"
Create a Python function to calculate the cost of a pizza. The function should take in the size of the pizza in inches and return the total cost.,Size (in inches): 14,"def pizzaCost(size):
 cost = 0
 
 if size == 14:
 cost = 10.00
 elif size == 16:
 cost = 12.50
 elif size == 18:
 cost = 15.00
 else:
 cost = ""Unknown size""
 
 return cost

print(pizzaCost(14))

// Output: 10.00",Function,4839,"def pizzaCost(size):
 cost = 0
 
 if size == 14:
 cost = 10.00
 elif size == 16:
 cost = 12.50
 elif size == 18:
 cost = 15.00
 else:
 cost = ""Unknown size""
 
 return cost

print(pizzaCost(14))

// Output: 10.00","    ___
 cost = 0
 
    ___
 cost = 10.00
    ___
 cost = 12.50
    ___
 cost = 15.00
 else:
 cost = ""Unknown size""
 
 return cost

print(pizzaCost(14))

// Output: 10.00"
Create a function in Python to create a wordcount of a given text.,"""The lines of text that you're about to write will be filled with wonder and excitement""","def wordcount(text):
    counts = dict()
    words = text.split()

    for word in words:
        if word in counts:
            counts[word] += 1
        else:
            counts[word] = 1

    return counts

print(wordcount(text))",Function,4873,"def wordcount(text):
    counts = dict()
    words = text.split()

    for word in words:
        if word in counts:
            counts[word] += 1
        else:
            counts[word] = 1

    return counts

print(wordcount(text))","    ___
    counts = dict()
    words = text.split()

    ___
    ___
            counts[word] += 1
        else:
            counts[word] = 1

    return counts

print(wordcount(text))"
"Create a function in Python that takes in a number, n, and prints out the nth term of the Fibonacci sequence.",n = 10,"def fibonacci(n):
  a = 0
  b = 1
  if n < 0:
    print(""Incorrect input"")
  elif n == 0:
    return a
  elif n == 1:
    return b
  else:
    for i in range(2,n):
      c = a + b
      a = b
      b = c
    return b
  
print(fibonacci(10))",Function,4874,"def fibonacci(n):
  a = 0
  b = 1
  if n < 0:
    print(""Incorrect input"")
  elif n == 0:
    return a
  elif n == 1:
    return b
  else:
    for i in range(2,n):
      c = a + b
      a = b
      b = c
    return b
  
print(fibonacci(10))","    ___
  a = 0
  b = 1
    ___
    print(""Incorrect input"")
    ___
    return a
    ___
    return b
  else:
    ___
      c = a + b
      a = b
      b = c
    return b
  
print(fibonacci(10))"
Create a Python function to encrypt data using the Caesar cipher algorithm.,"message = ""hello world""
key  = 2","def encrypt_caesar_cipher(message, key):
    encrypted_message = """"
    for text in message:
        if text.isupper():
            encrypted_message += chr((ord(text) + key - 65) % 26 + 65) 
        elif text.islower():
            encrypted_message += chr((ord(text) + key - 97) % 26 + 97) 
    return encrypted_message",Function,4878,"def encrypt_caesar_cipher(message, key):
    encrypted_message = """"
    for text in message:
        if text.isupper():
            encrypted_message += chr((ord(text) + key - 65) % 26 + 65) 
        elif text.islower():
            encrypted_message += chr((ord(text) + key - 97) % 26 + 97) 
    return encrypted_message","    ___
    encrypted_message = """"
    ___
    ___
            encrypted_message += chr((ord(text) + key - 65) % 26 + 65) 
    ___
            encrypted_message += chr((ord(text) + key - 97) % 26 + 97) 
    return encrypted_message"
Execute the following SQL query in a Python environment and return the result.,"SELECT * FROM Orders
WHERE OrderDate > '2018-12-31'","import sqlite3 
conn = sqlite3.connect('Order.db')
c = conn.cursor()
c.execute(""SELECT * FROM Orders WHERE OrderDate > '2018-12-31'"")
result = c.fetchall()
print(result)",Function,4882,"import sqlite3 
conn = sqlite3.connect('Order.db')
c = conn.cursor()
c.execute(""SELECT * FROM Orders WHERE OrderDate > '2018-12-31'"")
result = c.fetchall()
print(result)","import sqlite3 
conn = sqlite3.connect('Order.db')
c = conn.cursor()
c.execute(""SELECT * FROM Orders WHERE OrderDate > '2018-12-31'"")
result = c.fetchall()
print(result)"
Write a Python function to return the greatest common divisor among two numbers.,"num1 = 30, num2 = 45","def gcd(num1, num2): 
    if(num2 == 0): 
        return num1 
    return gcd(num2, num1%num2)",Function,4892,"def gcd(num1, num2): 
    if(num2 == 0): 
        return num1 
    return gcd(num2, num1%num2)","    ___
    if(num2 == 0): 
        return num1 
    return gcd(num2, num1%num2)"
Provide a Python function that takes a phrase as input and converts all words in the phrase to title case.,"""a sample phrase""","def title_case(phrase):
    words = phrase.split()
    result = []
    for word in words:
        result.append(word[0].upper() + word[1:].lower())
    
    return ' '.join(result)",Function,4908,"def title_case(phrase):
    words = phrase.split()
    result = []
    for word in words:
        result.append(word[0].upper() + word[1:].lower())
    
    return ' '.join(result)","    ___
    words = phrase.split()
    result = []
    ___
        result.append(word[0].upper() + word[1:].lower())
    
    return ' '.join(result)"
Create a Python program to compare two lists and return their intersection,"list1 = [1,2,3,4,5]
list2 = [4,5,6,7,8]","def intersection(list1, list2):
    intersection = [value for value in list1 if value in list2]
    return intersection

list1 = [1,2,3,4,5]
list2 = [4,5,6,7,8]
result = intersection(list1, list2)
print(result) # prints [4,5]",Function,4919,"def intersection(list1, list2):
    intersection = [value for value in list1 if value in list2]
    return intersection

list1 = [1,2,3,4,5]
list2 = [4,5,6,7,8]
result = intersection(list1, list2)
print(result) # prints [4,5]","    ___
    intersection = [value for value in list1 if value in list2]
    return intersection

list1 = [1,2,3,4,5]
list2 = [4,5,6,7,8]
result = intersection(list1, list2)
print(result) # prints [4,5]"
Create a python function to classify a given dataset based on the numeric value of a given feature.,"Income<=50, Risk Level=Low","def classify_data(feature, value, outcome):
    if feature == ""Income"" and float(value) <= 50:
        return outcome
    else:
        return ""No Classification""",Function,4931,"def classify_data(feature, value, outcome):
    if feature == ""Income"" and float(value) <= 50:
        return outcome
    else:
        return ""No Classification""","    ___
    ___
        return outcome
    else:
        return ""No Classification"""
Create a Python program to calculate the square root of a number without using the square root function.,36,"def my_sqrt(x): 
    guess = x
    i = 0
    while guess * guess != x and i < 20:
        guess = (guess + x/guess) / 2.0
        i += 1
    return guess 

result = my_sqrt(36) 
print(""Square root of 36 is = "", result)",Function,4942,"def my_sqrt(x): 
    guess = x
    i = 0
    while guess * guess != x and i < 20:
        guess = (guess + x/guess) / 2.0
        i += 1
    return guess 

result = my_sqrt(36) 
print(""Square root of 36 is = "", result)","    ___
    guess = x
    i = 0
    ___
        guess = (guess + x/guess) / 2.0
        i += 1
    return guess 

result = my_sqrt(36) 
print(""Square root of 36 is = "", result)"
Write a Python program to filter strings linked by commas and return only strings longer than three characters in length.,"""Code,Generation,Task,Instructions""","def filter_strings(string):
    strings = string.split(',')
    filtered = []
    for s in strings:
        if len(s) > 3:
            filtered.append(s)
    return filtered

filtered_strings = filter_strings(""Code,Generation,Task,Instructions"")
print(filtered_strings)",Function,4979,"def filter_strings(string):
    strings = string.split(',')
    filtered = []
    for s in strings:
        if len(s) > 3:
            filtered.append(s)
    return filtered

filtered_strings = filter_strings(""Code,Generation,Task,Instructions"")
print(filtered_strings)","    ___
    strings = string.split(',')
    filtered = []
    ___
    ___
            filtered.append(s)
    return filtered

filtered_strings = filter_strings(""Code,Generation,Task,Instructions"")
print(filtered_strings)"
Create a custom function in python to compute the total cost of an item.,"price=200
quantity=4
shipping=20
tax=8","def compute_total_cost(price, quantity, shipping, tax):
    return price * quantity + shipping + tax",Function,4981,"def compute_total_cost(price, quantity, shipping, tax):
    return price * quantity + shipping + tax","    ___
    return price * quantity + shipping + tax"
Write a function to generate a 3x3 matrix in Python filled with random integers,No input,"import random 
  
def generate_matrix():
    matrix = [[random.randint(1, 9) 
                for x in range(3)] 
                    for y in range(3)] 
  
    return matrix

result = generate_matrix()
print(result)",Function,4982,"import random 
  
def generate_matrix():
    matrix = [[random.randint(1, 9) 
                for x in range(3)] 
                    for y in range(3)] 
  
    return matrix

result = generate_matrix()
print(result)","import random 
  
    ___
    matrix = [[random.randint(1, 9) 
                for x in range(3)] 
                    for y in range(3)] 
  
    return matrix

result = generate_matrix()
print(result)"
