Instruction,Input,Output,materi,question_id,Template,correct_answer
Write a Python algorithm to convert the following text into a list of integers.,"""3, 17, 2, 9, 11""","# convert a string to list of numbers
def convert_to_list(s):
    numbers = s.split(',')
    return [int(num) for num in numbers]

text = ""3, 17, 2, 9, 11""
int_list = convert_to_list(text)
print(int_list)",Data Structure,3873,"# convert a string to list ___ numbers
def convert_to_list(s):
    numbers = s.split(',')
    return [int(num) for num in numbers]

text = ""3, 17, 2, 9, 11""
int_list = convert_to_list(text)
print(int_list)",of
Create a program in Python which can calculate the median of an array of integers.,"[3, 5, 7, 4, 8, 1, 9]","def median(arr):
    arr.sort()

    if len(arr) % 2 != 0:
        return arr[len(arr)//2]
    else: 
        return (arr[len(arr)//2 - 1] + arr[len(arr)//2]) / 2

arr = [3, 5, 7, 4, 8, 1, 9]

med = median(arr)
print('Median of the given array is:', med)",Data Structure,3897,"def median(arr):
    arr.sort()

    if len(arr) % 2 != 0:
        return arr[len(arr)//2]
    else: 
        return (arr[len(arr)//2 - 1] + arr[len(arr)//2]) / 2

arr = [3, 5, 7, 4, 8, 1, 9]

med = median(arr)
print('Median of the given array ___:', med)",is
Create a command line application in Python which takes a list of numbers and returns whether the list is sorted.,"[1, 4, 5, 6, 7, 9]","import sys

def is_sorted(nums):
 for i in range(len(nums) - 1):
  if nums[i] > nums[i + 1]:
   return False
 return True

nums = [int(x) for x in sys.argv[1:]]

if is_sorted(nums):
 print('The list is sorted')
else:
 print('The list is not sorted')",Data Structure,3905,"import sys

def is_sorted(nums):
 for i in range(len(nums) - 1):
  if nums[i] > nums[i + 1]:
   return False
 return True

nums = [int(x) for x in sys.argv[1:]]

if is_sorted(nums):
 print('The list ___ sorted')
else:
 print('The list is not sorted')",is
"Create a Python program that takes a list of numbers, sorts them in descending order, calculates the average of the numbers, and prints the result.","[3, 7, 9, 4, 5]","# Calculating average of [3, 7, 9, 4, 5]
sorted_nums = sorted([3, 7, 9, 4, 5], reverse=True)
sum_nums = sum(sorted_nums)

# Calculating average
average = sum_nums/len(sorted_nums)

# Printing the average
print('The average of the list is: ', average)",Data Structure,3915,"# Calculating average of [3, 7, 9, 4, 5]
sorted_nums = sorted([3, 7, 9, 4, 5], reverse=True)
sum_nums = sum(sorted_nums)

# Calculating average
average = sum_nums/len(sorted_nums)

# Printing the average
print('The average of the list ___: ', average)",is
Write a Python program to find the largest and smallest number from a given list of numbers.,"[7, 4, 2, 9, 0, 5]","def find_num(input_list):
    """"""Finds the largest and smallest number from a given list of numbers.""""""
    max_num = max(input_list)
    min_num = min(input_list)
    return max_num, min_num

largest, smallest = find_num([7, 4, 2, 9, 0, 5])
print('The largest number is', largest)
print('The smallest number is', smallest)",Data Structure,3933,"def find_num(input_list):
    """"""Finds the largest and smallest number from a given list ___ numbers.""""""
    max_num = max(input_list)
    min_num = min(input_list)
    return max_num, min_num

largest, smallest = find_num([7, 4, 2, 9, 0, 5])
print('The largest number is', largest)
print('The smallest number is', smallest)",of
Implement a function in Python to remove all instances of an item from a list.,"[1, 2, 1, 3, 4, 1], 1","def remove_item(list, item):
    while item in list:
        list.remove(item)
    return list

result = remove_item([1, 2, 1, 3, 4, 1], 1)
print(result)",Data Structure,3943,"def remove_item(list, item):
    while item in list:
        list.remove(item)
    return list ___ = remove_item([1, 2, 1, 3, 4, 1], 1)
print(result)",result
Design a method in Python to deduplicate a given list of elements.,"[4, 5, 1, 9, 5, 4, 3]","# store the given list
my_list = [4, 5, 1, 9, 5, 4, 3]

# remove the duplicates
deduplicated_list = list(set(my_list))

# print the result
print(""Deduplicated list:"", deduplicated_list)",Data Structure,3956,"# store the given list ___ = [4, 5, 1, 9, 5, 4, 3]

# remove the duplicates
deduplicated_list = list(set(my_list))

# print the result
print(""Deduplicated list:"", deduplicated_list)",my_list
Output a program in Python to find the most frequent occurring item in an array,"arr = [1,3,3,3,4,4,4,4,5,5]","from collections import Counter

arr = [1,3,3,3,4,4,4,4,5,5]
data = Counter(arr)
get_mode = dict(data)
mode = [k for k, v in get_mode.items() if v == max(list(data.values()))]

print(f""Mode of the given list is {mode}"")",Data Structure,3959,"from collections import Counter

arr = [1,3,3,3,4,4,4,4,5,5]
data = Counter(arr)
get_mode = dict(data)
mode = [k for k, v in get_mode.items() if v == max(list(data.values()))]

print(f""Mode of the given list ___ {mode}"")",is
Write a Python program to find the list of words that are longer than given length,"word_list = [""Red"", ""Green"", ""Blue"", ""Yellow"", ""Orange""]
length = 5","# Create a list to store the result
long_words_list = []

# Iterate the list to find words longer than the given length
for word in word_list:
    if len(word) > length:
        long_words_list.append(word)

# Print the result
print(long_words_list)",Data Structure,3973,"# Create a list ___ store the result
long_words_list = []

# Iterate the list to find words longer than the given length
for word in word_list:
    if len(word) > length:
        long_words_list.append(word)

# Print the result
print(long_words_list)",to
Write a python program to split a list into two halves,"data = [1, 2, 3, 4, 5]","def split_list(data):
    # Calculate the length of data
    length = len(data)
    # calculate the midpoint of the list 
    midpoint = length//2
    
    # split the data into two halves 
    first_half = data[:midpoint]
    second_half = data[midpoint:]
    
    return first_half, second_half
    
split_list([1, 2, 3, 4, 5]) # Returns ([1, 2], [3, 4, 5])",Data Structure,3987,"def split_list(data):
    # Calculate the length of data
    length = len(data)
    # calculate the midpoint of the list ___ = length//2
    
    # split the data into two halves 
    first_half = data[:midpoint]
    second_half = data[midpoint:]
    
    return first_half, second_half
    
split_list([1, 2, 3, 4, 5]) # Returns ([1, 2], [3, 4, 5])",midpoint
Write a python program to search through a list of integers and find the smallest number.,"int_list = [25, 64, 11, 43, 7]","def find_smallest(int_list):
    # set the minimum value to the first item in the list initially
    min_val = int_list[0]
    # loop over the list and compare each item to the minimum value
    for num in int_list:
        if num < min_val:
            min_val = num
    # return the minimum value
    return min_val",Data Structure,4038,"def find_smallest(int_list):
    # set ___ minimum value to the first item in the list initially
    min_val = int_list[0]
    # loop over the list and compare each item to the minimum value
    for num in int_list:
        if num < min_val:
            min_val = num
    # return the minimum value
    return min_val",the
Create a sorting algorithm in Python for evaluating and sorting a list of tuples with two elements.,"Input List: [('a', 3), ('b', 2), ('c', 1)]","def sort_list_tuples(tuples):
  # sort by the second element in each tuple
  return sorted(tuples, key=lambda x: x[1])

# test code
tuples = [('a', 3), ('b', 2), ('c', 1)] 
print(sort_list_tuples(tuples))",Data Structure,4047,"def sort_list_tuples(tuples):
  # sort by the second element in each tuple ___ sorted(tuples, key=lambda x: x[1])

# test code
tuples = [('a', 3), ('b', 2), ('c', 1)] 
print(sort_list_tuples(tuples))",return
Write a Python code to normalize a list of numbers.,"list_numbers = [1, 4, 4, 5, 7]","""""""
Normalize a list of numbers using Python
""""""

def normalize_list(list_numbers):
  max_val = max(list_numbers)
  normalized = [n/max_val for n in list_numbers]
  return normalized

if __name__ == '__main__':
  list_numbers = [1, 4, 4, 5, 7]
  print(normalize_list(list_numbers))",Data Structure,4066,"""""""
Normalize a list ___ numbers using Python
""""""

def normalize_list(list_numbers):
  max_val = max(list_numbers)
  normalized = [n/max_val for n in list_numbers]
  return normalized

if __name__ == '__main__':
  list_numbers = [1, 4, 4, 5, 7]
  print(normalize_list(list_numbers))",of
Write an algorithm in Python to find the maximum element of a given array.,"[2, 7, 1, 6, 5]","def find_max_element(arr):
  
  max = arr[0]
  
  for i in range(1, len(arr)):
    # compare current max with the next array element
    if arr[i] > max:
      max = arr[i]
  
  return max

arr = [2, 7, 1, 6, 5]
max_element = find_max_element(arr)
print(""Max element in the array:"", max_element)",Data Structure,4100,"def find_max_element(arr):
  
  max = arr[0]
  
  for i in range(1, len(arr)):
    # compare current max with the next array ___
    if arr[i] > max:
      max = arr[i]
  
  return max

arr = [2, 7, 1, 6, 5]
max_element = find_max_element(arr)
print(""Max element in the array:"", max_element)",element
Write a function in Python that takes an array of integer values and reverses the order of the values.,"[1, 2, 3, 4, 5]","def reverse_array(arr):
  return arr[::-1]  # Returns a slice of the list in reverse order",Data Structure,4103,"def reverse_array(arr):
  return arr[::-1]  # Returns a slice of the list ___ reverse order",in
Write a Python code to sort the given array.,"array : [ 2, 4, 1, 3, 7, 5]","# Bubble sort algorithm
def sort_array(array):
    for i in range(len(array)):
        for j in range(len(array)-i-1):
            if array[j] > array[j+1]:
               array[j], array[j+1] = array[j+1], array[j]
    return array

# Sample array
array = [2, 4, 1, 3, 7, 5]

# Function call
sorted_array = sort_array(array)

# Print sorted output
print(sorted_array)",Data Structure,4108,"# Bubble sort algorithm
def sort_array(array):
    for i in range(len(array)):
        for j in range(len(array)-i-1):
            if array[j] > array[j+1]:
               array[j], array[j+1] = array[j+1], array[j]
    return array

# Sample array ___ = [2, 4, 1, 3, 7, 5]

# Function call
sorted_array = sort_array(array)

# Print sorted output
print(sorted_array)",array
Produce a Python code section to calculate the average value for all elements of a given array.,"[2, 7, 5, 4]","array = [2, 7, 5, 4]

total = 0
for num in array:
 total += num
average = total/len(array)

print(""The average of the array is:"", average)",Data Structure,4132,"array = [2, 7, 5, 4]

total = 0
for num in array:
 total += num
average = total/len(array)

print(""The average of the array ___:"", average)",is
Construct a python program that randomly swaps two elements within a list of numbers.,"[1, 2, 3, 4, 5]","import random

# input list
data_list = [1, 2, 3, 4, 5]

# choose two random indices
i, j = random.sample(range(len(data_list)), 2)

# store the values before swapping
a = data_list[i]
b = data_list[j]

# swap two elements in a list
data_list[i] = b
data_list[j] = a

# print the list after swapping
print(data_list)",Data Structure,4146,"import random

# input list ___ = [1, 2, 3, 4, 5]

# choose two random indices
i, j = random.sample(range(len(data_list)), 2)

# store the values before swapping
a = data_list[i]
b = data_list[j]

# swap two elements in a list
data_list[i] = b
data_list[j] = a

# print the list after swapping
print(data_list)",data_list
Write a Python program to classify a given array of numbers into even number and odd number arrays.,"my_array = [1, 2, 3, 4, 5, 6, 7, 8, 9]","# Create empty lists to store odd and even elements
odd_elements = []
even_elements = []

# Iterate through the array
for element in my_array:
    # Check if the element is even or odd
    if element % 2 == 0:
        even_elements.append(element)
    else:
        odd_elements.append(element)

print(odd_elements)
print(even_elements)",Data Structure,4174,"# Create empty lists to store odd and even elements
odd_elements = []
even_elements = []

# Iterate through the array ___ element in my_array:
    # Check if the element is even or odd
    if element % 2 == 0:
        even_elements.append(element)
    else:
        odd_elements.append(element)

print(odd_elements)
print(even_elements)",for
"Given a list of strings, write a Python snippet to sort the strings in ascending order according to word length.","[ ""Code"", ""Python"", ""JavaScript"", ""Java""]","strings = [""Code"", ""Python"", ""JavaScript"", ""Java""]

# sort the list by word length
strings.sort(key = lambda x: len(x))

print(strings)
# Output: [""Code"", ""Java"", ""Python"", ""JavaScript""]",Data Structure,4212,"strings = [""Code"", ""Python"", ""JavaScript"", ""Java""]

# sort the list ___ word length
strings.sort(key = lambda x: len(x))

print(strings)
# Output: [""Code"", ""Java"", ""Python"", ""JavaScript""]",by
Develop a Python program to reverse a list of numbers.,"[1, 2, 3, 4, 5]","def reverse_list(nums):
    """"""Function to reverse a list of numbers.

    Parameters
    ----------
    nums : list
        List of numbers to be reversed.

    Returns
    -------
    reversed_list : list
        Reversed list of numbers.
    """"""

    reversed_list = nums[::-1]

    return reversed_list",Data Structure,4231,"def reverse_list(nums):
    """"""Function to reverse a list ___ numbers.

    Parameters
    ----------
    nums : list
        List of numbers to be reversed.

    Returns
    -------
    reversed_list : list
        Reversed list of numbers.
    """"""

    reversed_list = nums[::-1]

    return reversed_list",of
Build a Python program to take a given list and create a dictionary with the elements and their corresponding indices.,"L=[""a"",""b"",""c""]","def create_dict(L):
    dict = {}
    for i in range(len(L)): 
        dict[L[i]] = i
    return dict

dict_list = dict(create_dict([""a"",""b"",""c""]))
print(dict_list)",Data Structure,4253,"def create_dict(L):
    dict = {}
    for i in range(len(L)): 
        dict[L[i]] = i
    return dict ___ = dict(create_dict([""a"",""b"",""c""]))
print(dict_list)",dict_list
Write a Python function to remove a specific element from a list.,"list = [10,20,30,40]","def remove_element(list, element):
    for i in range(len(list)):
        if list[i] == element:
            del list[i]
            break
    return list

list = remove_element(list,40)",Data Structure,4269,"def remove_element(list, element):
    for i in range(len(list)):
        if list[i] == element:
            del ___[i]
            break
    return list

list = remove_element(list,40)",list
Write an algorithm in Python that takes a list of elements and determines if the list is sorted or not.,"[4, 3, 1, 2, 5]","def is_sorted(lst):
 # base case: if the list is empty then it is sorted
 if not lst:
  return True
 # compare the first two element
 if lst[0] > lst[1]:
  return False
 # recursively call the function with the remaining elements in the list
 return is_sorted(lst[1:])",Data Structure,4352,"def is_sorted(lst):
 # base case: if the list ___ empty then it is sorted
 if not lst:
  return True
 # compare the first two element
 if lst[0] > lst[1]:
  return False
 # recursively call the function with the remaining elements in the list
 return is_sorted(lst[1:])",is
Develop a Python program to delete the third element of a given list.,"list = [""A"", ""B"", ""C"", ""D"", ""E""]","# Input list
list = [""A"", ""B"", ""C"", ""D"", ""E""]

# Deleting the third element
list.pop(2)

# Printing the list after deletion
print(list)
# Output: ['A', 'B', 'D', 'E']",Data Structure,4357,"# Input list ___ = [""A"", ""B"", ""C"", ""D"", ""E""]

# Deleting the third element
list.pop(2)

# Printing the list after deletion
print(list)
# Output: ['A', 'B', 'D', 'E']",list
Generate a solution for finding all possible subsets of a given set in Python.,"[1, 2, 3]","""""""
Generate a solution for finding all possible subsets of a given set in Python.
""""""

def find_subsets(nums):
  subsets = [[]]

  for current_num in nums:
    for i in range(len(subsets)):
      set_to_add = subsets[i] + [current_num]
      subsets.append(set_to_add)

  return subsets

nums = [1, 2, 3]
print(find_subsets(nums))",Data Structure,4359,"""""""
Generate a solution for finding all possible subsets of a given set ___ Python.
""""""

def find_subsets(nums):
  subsets = [[]]

  for current_num in nums:
    for i in range(len(subsets)):
      set_to_add = subsets[i] + [current_num]
      subsets.append(set_to_add)

  return subsets

nums = [1, 2, 3]
print(find_subsets(nums))",in
Write a python script to compute the mean of a list of integers.,"X = [2,4,6,8,10]","def find_mean(X):
    # Compute the sum of all the elements in the list
    sum_x = 0
    for x in X:
        sum_x += x
    
    # Compute the mean
    mean = sum_x / len(X)
    
    return mean

if __name__ == '__main__':
    X = [2,4,6,8,10]
    print(find_mean(X))",Data Structure,4449,"def find_mean(X):
    # Compute the sum of all the elements in the list ___ = 0
    for x in X:
        sum_x += x
    
    # Compute the mean
    mean = sum_x / len(X)
    
    return mean

if __name__ == '__main__':
    X = [2,4,6,8,10]
    print(find_mean(X))",sum_x
Write an algorithm in Python that takes as input an array of numbers and returns the maximum element.,"[15, 25, 7, 1]","def maxElement(arr): 
    maxElement = arr[0]; 
  
    for i in range(1, len(arr)): 
        if maxElement < arr[i]: 
            maxElement = arr[i]; 
  
    return maxElement; 
  
arr = [15, 25, 7, 1];
maxElement = maxElement(arr); 
print (""Maximum element in the array is:"", maxElement);",Data Structure,4474,"def maxElement(arr): 
    maxElement = arr[0]; 
  
    for i in range(1, len(arr)): 
        if maxElement < arr[i]: 
            maxElement = arr[i]; 
  
    return maxElement; 
  
arr = [15, 25, 7, 1];
maxElement = maxElement(arr); 
print (""Maximum element in the array ___:"", maxElement);",is
Generate a Python program to add new elements to an existing tuple.,"oldTuple = (1, 2, 3) 
newElements = (4, 5, 6)","# create a new tuple adding the elements from the old tuple and the new elements
newTuple = oldTuple + newElements",Data Structure,4496,"# create a new tuple ___ the elements from the old tuple and the new elements
newTuple = oldTuple + newElements",adding
Implement a function in Python that takes a number n and generates a random list of integers between 0 and n.,n = 10,"import random

def randomList(n):
 list = []
 
 for i in range(n):
 list.append(random.randint(0, n))
 
 return list

print(randomList(10))",Data Structure,4523,"import random

def randomList(n):
 list = []
 
 for i in range(n):
 list.append(random.randint(0, n))
 
 return list ___(randomList(10))",print
Generate an algorithm in Python that returns the kth smallest number in a given array.,"Input Array: [3, 2, 4, 1, 5]
Input k: 3","def kthSmallest(arr, k):
 # sort the array
 arr.sort()
 
 # return the kth element
 return arr[k-1]
 
# Driver Code
arr = [3,2,4,1,5]
k = 3

print(kthSmallest(arr, k)) # 3",Data Structure,4545,"def kthSmallest(arr, k):
 # sort the array ___.sort()
 
 # return the kth element
 return arr[k-1]
 
# Driver Code
arr = [3,2,4,1,5]
k = 3

print(kthSmallest(arr, k)) # 3",arr
Create a Python function to sort a list of strings alphabetically.,"my_list = [""apple"", ""orange"", ""banana""]","def sort_list(list):
    list.sort()
    return list
    
sort_list(my_list)",Data Structure,4570,"def sort_list(list):
    list.sort()
    return list ___(my_list)",sort_list
Write a Python program to flatten a list of lists into a single list.,"List of lists: [[1,2], [3], [4,5,6]]","import itertools

# flatten a list of lists
list_of_lists = [[1,2], [3], [4,5,6]]
flattened_list = list(itertools.chain.from_iterable(list_of_lists))

# print the flattened list
print(flattened_list)  # Output: [1, 2, 3, 4, 5, 6]",Data Structure,4572,"import itertools

# flatten a list ___ lists
list_of_lists = [[1,2], [3], [4,5,6]]
flattened_list = list(itertools.chain.from_iterable(list_of_lists))

# print the flattened list
print(flattened_list)  # Output: [1, 2, 3, 4, 5, 6]",of
Can you create a Python program that returns the largest number in a list of numbers?,"[4, 8, 2, 6, 9]","def largestNumber(list): 
    maximum = list[0] 
      
    for num in list: 
        if num > maximum: 
            maximum = num 
    return maximum 
  
list = [4, 8, 2, 6, 9] 
largestNumber = largestNumber(list) 
  
print(""Largest number in the given list is:"", largestNumber)",Data Structure,4582,"def largestNumber(list): 
    maximum = list[0] 
      
    for num in list: 
        if num > maximum: 
            maximum = num 
    return maximum 
  
list = [4, 8, 2, 6, 9] 
largestNumber = largestNumber(list) 
  
print(""Largest number in the given list ___:"", largestNumber)",is
Write a Python program to sort a given array in ascending order.,"array = [3, 1, 5, 4, 2]","def sort_ascending(array):
    n = len(array)
    for i in range(n):
        for j in range(0, n-i-1):
            if array[j] > array[j+1]:
                array[j], array[j+1] = array[j+1], array[j]
    return array

array = [3, 1, 5, 4, 2]
print(sort_ascending(array))",Data Structure,4663,"def sort_ascending(array):
    n = len(array)
    for i in range(n):
        for j in range(0, n-i-1):
            if array[j] > array[j+1]:
                array[j], array[j+1] = array[j+1], array[j]
    return array ___ = [3, 1, 5, 4, 2]
print(sort_ascending(array))",array
Write a python script to generate an array of random numbers between two specified values.,"min = 0
max = 50","import random

# Generate an array of random numbers between two specified values
def generate_array(min, max):
 array = []
 
 for i in range(min, max):
  array.append(random.randint(min, max))
 
 return array
 
min = 0
max = 50
print(generate_array(min, max))",Data Structure,4666,"import random

# Generate an array ___ random numbers between two specified values
def generate_array(min, max):
 array = []
 
 for i in range(min, max):
  array.append(random.randint(min, max))
 
 return array
 
min = 0
max = 50
print(generate_array(min, max))",of
Develop a function in python to find the index of an element in a list.,"a = [2, 3, 4, 5, 2]
x = 2","def find_index(a, x):
    indices = []
    if x not in a:
        return -1
    else:
        for i in range(len(a)):
            if a[i] == x:
                indices.append(i)
    return indices

indices = find_index(a, x)
print(""The index of element 2 in the list is"", indices)",Data Structure,4696,"def find_index(a, x):
    indices = []
    if x not in a:
        return -1
    else:
        for i in range(len(a)):
            if a[i] == x:
                indices.append(i)
    return indices

indices = find_index(a, x)
print(""The index of element 2 in the list ___"", indices)",is
Create a Python program to sort a list of strings according to the length of the strings in ascending order.,"['Python', 'JS', 'C++', 'Java', 'PHP']","# Function to sort the list according to string length
def sort_string_list(string_list):
    return sorted(string_list, key=len)

if __name__ == '__main__':
    string_list = ['Python', 'JS', 'C++', 'Java', 'PHP']
    sorted_string_list = sort_string_list(string_list)
    print(sorted_string_list)",Data Structure,4711,"# Function to sort the list ___ to string length
def sort_string_list(string_list):
    return sorted(string_list, key=len)

if __name__ == '__main__':
    string_list = ['Python', 'JS', 'C++', 'Java', 'PHP']
    sorted_string_list = sort_string_list(string_list)
    print(sorted_string_list)",according
Create a Python program to sort a list of tuples in ascending order by their second element.,"[(4, 2), (3, 7), (2, 3)]","def sort_tuples(tup): 
  
    # reverse = None (Sorts in Ascending order) 
    # key is set to sort using second element of  
    # sublist lambda has been used 
    tup.sort(key = lambda x: x[1])  
    return tup  
  
# Driver Code 
tuple1 = [(4, 2), (3, 7), (2, 3)]  
print(sort_tuples(tuple1))",Data Structure,4724,"def sort_tuples(tup): 
  
    # reverse = None (Sorts in Ascending order) 
    # key is set ___ sort using second element of  
    # sublist lambda has been used 
    tup.sort(key = lambda x: x[1])  
    return tup  
  
# Driver Code 
tuple1 = [(4, 2), (3, 7), (2, 3)]  
print(sort_tuples(tuple1))",to
Create a function in Python that will sort a list of tuples based on the second elements in the tuples.,"[(2, 1), (3, 7), (6, 5)]","def sort_by_second_element(tuples):
    return sorted(tuples, key=lambda element: element[1])

// testing
tuples_list = [(2, 1), (3, 7), (6, 5)]
print(""Original list of tuples:"")
print(tuples_list)
print(""Sorted list of tuples based on the second element of tuples:"")
print(sort_by_second_element(tuples_list))",Data Structure,4771,"def sort_by_second_element(tuples):
    return sorted(tuples, key=lambda element: element[1])

// testing
tuples_list = [(2, 1), (3, 7), (6, 5)]
print(""Original list ___ tuples:"")
print(tuples_list)
print(""Sorted list of tuples based on the second element of tuples:"")
print(sort_by_second_element(tuples_list))",of
Design an automated system in Python to remove all even numbers from a list.,"list = [3, 8, 10, 11, 12, 15]","def remove_even(list):
    return [i for i in list if i%2 != 0]",Data Structure,4833,"def remove_even(list):
    return [i for i in list ___ i%2 != 0]",if
Write a Python function to generate an array of numbers from 1 to n in random order.,7,"import random

def generate_random_array(n):
    array = [i for i in range(1, n + 1)]
    random.shuffle(array)
    return array

result = generate_random_array(7)
print(result)",Data Structure,4853,"import random

def generate_random_array(n):
    array = [i for i in range(1, n + 1)]
    random.shuffle(array)
    return array ___ = generate_random_array(7)
print(result)",result
Develop a program in Python that sums up all the numbers of a list.,"[1, 2, 3, 4, 5]","# define the list
my_list = [1, 2, 3, 4, 5]

# compute the total
total = 0
for num in my_list:
 total += num

# print the result
print(""The sum of all numbers in the list is: "" + str(total))",Data Structure,4872,"# define the list ___ = [1, 2, 3, 4, 5]

# compute the total
total = 0
for num in my_list:
 total += num

# print the result
print(""The sum of all numbers in the list is: "" + str(total))",my_list
Create a function to find the mean of a given array in Python.,"[2, 4, 5, 7]","def mean(arr): 
  return sum(arr)/len(arr)

arr = [2, 4, 5, 7]
mean_val = mean(arr)
print(""Mean of the array is"", mean_val)
# Output: Mean of the array is 4.5",Data Structure,4907,"def mean(arr): 
  return sum(arr)/len(arr)

arr = [2, 4, 5, 7]
mean_val = mean(arr)
print(""Mean of the array ___"", mean_val)
# Output: Mean of the array is 4.5",is
Edit this Python code to raise an error if the length of the list less than 3,"def check_list_length(lists):
    if len(lists) > 3:
        return True
    else:
        return False","def check_list_length(lists):
    if len(lists) > 3:
        return True
    else:
        raise ValueError(""list length should be more than 3"")",Data Structure,4951,"def check_list_length(lists):
    if len(lists) > 3:
        return True
    else:
        raise ValueError(""list ___ should be more than 3"")",length
Produce a program in Python to search for an element in a list,"[2, 3, 4, 5, 6]","# function to search an element  
# in a list 
def linear_search(list, x): 
    for index, element in enumerate(list): 
        if element == x: 
            return index 
    return -1",Data Structure,4966,"# function to search an element  
# in a list ___ linear_search(list, x): 
    for index, element in enumerate(list): 
        if element == x: 
            return index 
    return -1",def
Modify the following python program to create a new list whose elements are a tuple with the values of both lists?,"list1 = [1, 2, 3, 4] 
list2 = [5, 6, 7, 8]","list1 = [1, 2, 3, 4] 
list2 = [5, 6, 7, 8] 

#create an empty list
list3 = []

#iterate through each item in the two lists
for x, y in zip(list1, list2):
    #append each tuple as a single element in the new list
    list3.append((x, y))

print(list3)",Data Structure,4991,"list1 = [1, 2, 3, 4] 
list2 = [5, 6, 7, 8] 

#create an empty list ___ = []

#iterate through each item in the two lists
for x, y in zip(list1, list2):
    #append each tuple as a single element in the new list
    list3.append((x, y))

print(list3)",list3
Generate a Python code snippet for sorting an array of strings in ascending alphabetical order.,"[""apple"", ""banana"", ""orange"", ""kiwi""]","def sort_words(words):
    # Sort the list in ascending alphabetical order.
    sorted_words = sorted(words)
    # Return the sorted list.
    return sorted_words
    
words = [""apple"", ""banana"", ""orange"", ""kiwi""]

sorted_words = sort_words(words)

print(sorted_words)",Data Structure,4995,"def sort_words(words):
    # Sort the list ___ ascending alphabetical order.
    sorted_words = sorted(words)
    # Return the sorted list.
    return sorted_words
    
words = [""apple"", ""banana"", ""orange"", ""kiwi""]

sorted_words = sort_words(words)

print(sorted_words)",in
"Design an algorithm in Python, that takes an array and sort it in ascending order.","[10, 3, 9, 1, 15, 2]","def sort_ascending(array):
  array.sort()
  return array

sort_ascending([10, 3, 9, 1, 15, 2])  # [1, 2, 3, 9, 10, 15]",Data Structure,5011,"def sort_ascending(array):
  array.sort()
  return array ___([10, 3, 9, 1, 15, 2])  # [1, 2, 3, 9, 10, 15]",sort_ascending
Create a Python program that takes a list of strings and filters out strings that do not contain the letter 'a'.,"words = [""apple"", ""banana"", ""grape"", ""pear"", ""kiwi""]","# Filtering out strings without letter 'a'
filtered_words = [word for word in words if 'a' in word]

# Print the filtered list
print(filtered_words)
# Output: ['apple', 'banana', 'grape']",Data Structure,5068,"# Filtering out strings without letter 'a'
filtered_words = [word for word in words if 'a' in word]

# Print the filtered list ___(filtered_words)
# Output: ['apple', 'banana', 'grape']",print
Generate Python code to filter a given list of numbers such that only the odd numbers are removed.,"[1, 2, 3, 4, 5]","def filter_odd(list):
    return [num for num in list if num % 2 == 0]",Data Structure,5093,"def filter_odd(list):
    return [num for num in list ___ num % 2 == 0]",if
Create a Python script that finds the longest word in a given array of words.,"['Python', 'JavaScript', 'C++', 'Java', 'Kotlin']","#  find the longest word
def findLongestWord(arr):
  
 longestWord = """"
 
 for word in arr:
 if(len(word) > len(longestWord)):
 longestWord = word
 
 return longestWord

# Driver code
words = ['Python', 'JavaScript', 'C++', 'Java', 'Kotlin']
print(""Longest word in the array is ""+ findLongestWord(words))",Data Structure,5096,"#  find the longest word
def findLongestWord(arr):
  
 longestWord = """"
 
 for word in arr:
 if(len(word) > len(longestWord)):
 longestWord = word
 
 return longestWord

# Driver code
words = ['Python', 'JavaScript', 'C++', 'Java', 'Kotlin']
print(""Longest word in the array ___ ""+ findLongestWord(words))",is
Create a python loop to reduce a list of data points to their averages.,"[1, 2, 3, 4]","def averageList(arr):
    '''This function takes in an array and returns the average of all elements'''
    # initialize sum
    s = 0
    # traverse the array
    for i in arr:
        s += i
    # calculate average
    avg = s / len(arr)
    # return the average
    return avg

# Test
arr = [1, 2, 3, 4]
print(averageList(arr))
# Output 2.5",Data Structure,5100,"def averageList(arr):
    '''This function takes in an array ___ returns the average of all elements'''
    # initialize sum
    s = 0
    # traverse the array
    for i in arr:
        s += i
    # calculate average
    avg = s / len(arr)
    # return the average
    return avg

# Test
arr = [1, 2, 3, 4]
print(averageList(arr))
# Output 2.5",and
Create a Python script to sort a list of integers from lowest to highest.,"[3, 5, 1, 7, 4, 2]","def sort_list(list):
  # loop through the list
  for i in range(len(list)):
    # find the smallest number in the list
    lowest = min(list[i:])
    # find its index
    lowest_index = list.index(lowest)
    # swap the numbers
    list[i], list[lowest_index] = list[lowest_index], list[i]
  # return the sorted list  
  return list

print(sort_list([3, 5, 1, 7, 4, 2]))",Data Structure,5104,"def sort_list(list):
  # loop through the list ___ i in range(len(list)):
    # find the smallest number in the list
    lowest = min(list[i:])
    # find its index
    lowest_index = list.index(lowest)
    # swap the numbers
    list[i], list[lowest_index] = list[lowest_index], list[i]
  # return the sorted list  
  return list

print(sort_list([3, 5, 1, 7, 4, 2]))",for
