question_id,material,instruction,template,input,correct_answer,attempts,duration
5640,Operator,"Write a Python program that web-scrapes data from a website and stores it in a structured format (e.g. JSON, CSV).","import requests
import json

# Make a get request to get the data
response = ___.get('https://example.com')

# Store the data in a structured format
data = json.loads(response.text)

# Save the data to a json file
with open('example.json', 'w') as f:
 json.dump(data, f)",Example Website: https://example.com,requests,1,20
5642,Operator,Write a Python program which takes a string and returns the first non-repeated character.,"def first_non_repeated_char(input): 
    counts = {} 
    chars = [] 
    for char in input: 
        if char in counts: 
            counts[char] += ___
        else: 
            counts[char] = 1
            chars.append(char) 
  
    for char in chars: 
        if counts[char] == 1: 
            return char 
  
    return None","String: ""hello""",1,1,20
5643,Operator,Create a Python program to generate an ISO8601-compliant string from a given date,"from datetime import datetime

date_str = '2020-07-15'
date = ___.strptime(date_str, '%Y-%m-%d')
iso8601_str = date.isoformat()

print(iso8601_str)
# Output: 2020-07-15T00:00:00",Date: 2020-07-15,datetime,1,20
5698,Operator,Generate a program using Python that takes a user-defined dictionary with string values and returns the reversed key-value mappings.,"myDict = {""one"": ""apple"",""two"": ""banana"",""three"": ""pear"" }

reverseMyDict = {}

for key, value in myDict.items():
 reverseMyDict[value] = ___

print(reverseMyDict) # Output: {'apple': 'one', 'banana': 'two', 'pear': 'three'}","The dictionary is: {""one"": ""apple"",""two"": ""banana"",""three"": ""pear"" }",key,1,20
5701,Operator,Convert a string of comma-separated values into a list in Python.,"str = ""apple, banana, orange""

# split the string
string_list = ___.split(', ')

# print result
print(string_list)  # ['apple', 'banana', 'orange']","""apple, banana, orange""",str,1,20
5740,Operator,"Write a Python program to generate a dictionary that contains a number (between 1 and n) in the form (x, x*x).","def generate_dict(n):
    my_dict = {}
    for num in range(1, n+1):
        my_dict[num] = ___ * num
    return my_dict

print(generate_dict(8)) # {1: 1, 2: 4, 3: 9, 4: 16, 5: 25, 6: 36, 7: 49, 8: 64}",n = 8,num,1,20
5753,Operator,Write a Python program to remove the nth index character from a non-empty string.,"def remove_character(string, index):
    return string[:index] + ___[index+1:]

input_string =  'Hello World!'
index = 5

print(remove_character(input_string, index))","String: ""Hello world!"", index: 5",string,1,20
5766,Operator,Create a Python program to generate the n-th item in the Fibonacci sequence.,"def Fibonacci(n): 
    if n<0: 
        print(""Incorrect input"") 
    # First Fibonacci number is 0 
    elif n==1: 
        return 0
    # Second Fibonacci number is 1 
    elif n==2: 
        return 1
    else: 
        return Fibonacci(n-1)+Fibonacci(n-2) 

# Driver Code 
n = ___
print(Fibonacci(n))",5,5,1,20
5767,Operator,Modify the following Python code to add a try/except block to catch any errors.,"def add_numbers(a, b):
 try:
  sum = ___ + b
 except:
  print(""Error: Could not compute the sum of the numbers"")
  return None
 else:
  return sum","def add_numbers(a, b):
 return a + b",a,1,20
5771,Operator,Generate a python code to evaluate a given polynomial at a given x-value.,"def evaluate_polynomial(polynomial, x):
    result = ___
 
    for i in range(len(polynomial)):
        result += polynomial[i] * x**i
 
    return result
 
print(evaluate_polynomial(polynomial, x))","polynomial = [2, 4, 5]
x = 3",0,1,20
5960,Operator,Create a Python function to find the maximum number from a list of non-negative integers.,"def find_max(list): 
  max_num = ___
  for i in list: 
    if i > max_num: 
      max_num = i
  
  return max_num

list = [1, 3, 12, 5, 8, 10]
max_num = find_max(list)
print(""Maximum number is:"", max_num)","list = [1, 3, 12, 5, 8, 10]",0,1,20
5998,Operator,"Write a Python function that takes two integers, n and base, as parameters and returns a string representation of the base-n number.","def base_n(n, base):
    result = """"
    while n != ___:
        result += str(n % base)
        n //= base
    return result[::-1]  # Reverse the string","n: 3, base: 4",0,1,20
6015,Operator,Create a base-2 binary addition calculator in Python.,"def binary_addition(a, b):
    a_bin = ___(int(a,2))[2:]
    b_bin = bin(int(b,2))[2:]
    c_bin = bin(int(a_bin, 2) + int(b_bin, 2))[2:]
    c = c_bin.zfill(max(len(a), len(b)))
    return c

result = binary_addition('010', '101')
print(result)","A: 010
B: 101",bin,1,20
6035,Operator,Write a Python program to parse a JSON string and extract a specific key-value pair.,"import json
 
myJSON = '{""key"": ""value1"", 
           ""anotherKey"": ""value2"", 
           ""somekey"": ""somevalue""}'
 
# parse json
parsedJSON = ___.loads(myJSON)
 
# access data
key = parsedJSON['key']
value = parsedJSON['value']
 
# print key and value
print(""key: "" + key)
print(""value: "" + value)","{
 ""key"": ""value1"",
 ""anotherKey"": ""value2"",
 ""somekey"": ""somevalue""
}",json,1,20
6065,Operator,Create an if-else statement to check if a number is a multiple of 3 in Python.,"if num % ___ == 0: 
    print(""Number is multiple of 3"")
else: 
    print(""Number is not a multiple of 3"")",num=12,3,1,20
6081,Operator,"Write a Python program that takes a number n and generates a dictionary that contains (i, i*i) such that n is greater than or equal to i >= 1 and","def generate_dict(n):
    d = {}
    for i in range(1, n+1):
       d[i] = ___*i
    return d",n = 8,i,1,20
6115,Operator,Write a Python code that takes in data points in time-series and returns the average of the data points for the given period.,"def average_of_period(arr):
    return sum(arr) / ___(arr)

result = average_of_period([1, 3, 4, 5, 3, 9, 6])
print(result)","[1, 3, 4, 5, 3, 9, 6]",len,1,20
6176,Operator,"Create a simple Python script that takes a single command-line parameter and prints out ""Hello <parameter>"" to the console.","import sys

name = ___.argv[1]
print(""Hello {}"".format(name)) # Output: Hello John",John,sys,1,20
6202,Operator,Develop a program using Python to replace all the non-alphanumeric characters in a given string with an asterisk ('*')?,"import re

def replaceNonAlphanum(s):
    pattern = ___""[^a-zA-Z0-9]""
    return re.sub(pattern, ""*"", s)

s = ""Hello* World_$!""
print(replaceNonAlphanum(s))
// Output: Hello** World**$*","""Hello* World_$!"",",r,1,20
6247,Operator,Re-write the following SQL query into Python code.,"# define the parameters for the query
column1 = 'value1'
column2 = 'value2'

# execute the query
result = ___.objects.filter(column1=column1, column2=column2)","SELECT *
FROM table
WHERE column1 = 'value1' AND column2 = 'value2'.",table,1,20
6301,Operator,Develop a Python program for randomly generating a 3-D object of n cubes,"from random import random

def generate_cubed_object(n):
    objects = []
    for i in range(n):
        x = ___()
        y = random()
        z = random()
        objects.append([x, y, z])
    return objects

print(generate_cubed_object(8)) # [[0.4, 0.2, 0.3], [0.5, 0.6, 0.7], ....]",n = 8,random,1,20
6320,Operator,Write a Python program to add numbers from different columns of a multi-dimensional array.,"arr = [[1, 2, 3], 
[4, 5, 6], 
[7, 8, 9]] 

# Initialize result 
result = ___

# Iterate every element in the array 
for row in arr: 
  for col in row:
    # Adding elements of each row 
    result = result + col  

# Displaying sum 
print(result)

# Output: 45","[[1, 2, 3], 
[4, 5, 6], 
[7, 8, 9]]",0,1,20
6377,Operator,Write a Python program to classify a given set of inputs into clusters using k-means algorithm,"from sklearn.cluster import KMeans 
import numpy as np 

data_points = ___.array(data_points) 

kmeans = KMeans(n_clusters=2,random_state=0).fit(data_points) 
clusters = kmeans.labels_ 
  
print(clusters)","data_points = [[2, 2], [5, 5], [2, 4], [5, 4], [6, 2], [7, 3]]",np,1,20
6431,Operator,Write a Python program to find the maximum and minimum numbers from a non-empty list.,"# Initializing the list
list1 = [5, 6, 10, -9, 3, 21]

# Maximum and Minimum in a List

max = ___[0]
min = list1[0]

# Print all the list elements
for i in range(0, len(list1)):
    if list1[i]>max:
        max = list1[i]
    if list1[i]<min:
        min = list1[i]

print(""The max value is:"", max)
print(""The min value is:"", min)","[5, 6, 10, -9, 3, 21]",list1,1,20
6453,Operator,Perform a linear-time search on a given list of numbers in Python.,"def linear_search(lst, x):
    for i in range(len(lst)):
        if lst[i] == ___:
            return i
    return -1

print(linear_search([5,3,7,2,1], 3))","lst=[5,3,7,2,1]
x = 3",x,1,20
6461,Operator,Write a Python program to identify numbers from a comma-separated string.,"mystring = ""1,2,3,4,5,6,7,8,9""

numbers = ___.split("","")
for num in numbers:
    print(int(num))","mystring = ""1,2,3,4,5,6,7,8,9""",mystring,1,20
6475,Operator,Create a string manipulation program in Python that takes a user input string and outputs a version of the string with all characters in upper-case.,"userString = ___(""Enter a string: "")
uppercasedString = userString.upper()
print(uppercasedString)",Hello World,input,1,20
6484,Operator,Write a Python code that takes a string as input and removes all punctuation and non-alphabetic characters.,"def remove_non_alphabetic(string):
    new_string = """"
    for char in string:
        if char.isalpha():
            new_string += ___
    return new_string

print(remove_non_alphabetic(string)) # prints Thisisstring","string = ""This!, &is. %string# 1""",char,1,20
6539,Operator,Create a Python program to group a list of numbers into two lists according to their parity (even/odd) in the most efficient way.,"even_list = []
odd_list = []

for num in input_list:
 if num % ___ == 0:
 even_list.append(num)
 else:
 odd_list.append(num)

print('Even list:', even_list)
print('Odd list:', odd_list)","[1, 4, 5, 3, 2, 6, 7]",2,1,20
6543,Operator,Edit the given Python code to add a try-except block.,"try:
  x = ___
  y = 0
  z = x/y
  print(z)
except ZeroDivisionError as e:
  print('Cannot divide by zero!')","x = 5
y = 0
z = x/y

print(z)",5,1,20
6569,Operator,Edit the following Python code to include a try/except block to catch any ValueError errors that occur.,"def check_input(val):
 try:
 if type(val) != ___:
 return False
 else:
 return True
 except ValueError:
 print('Input is not a string!')","def check_input(val):
 if type(val) != str:
 return False
 else:
 return True",str,1,20
6577,Operator,"Write a correct python program to find the minimum value in an array of integers, without using in-built functions.","def find_min(arr):
    # Initialize the minimum value
    min_val = ___[0]

    # Iterate through the array
    for i in range(1, len(arr)):
        if arr[i] < min_val:
            min_val = arr[i]

    return min_val","arr = [3, 5, 8, 2, 9, 0]",arr,1,20
6590,Operator,Create a Python function to convert Pascal Case string to hyphen-separated string.,"def convert_pascal_to_hyphen(string):
    output_string = """"
    for char in string:
        if char.isupper():
            output_string += ""-""+char.lower()
        else:
            output_string += ___
    return output_string[1:]
    
convert_pascal_to_hyphen(""HelloWorld"")",Pascal Case String: HelloWorld,char,1,20
6598,Operator,Create a program for counting the number of elements present in a user-provided array using Python.,"def count_elements(array):
    count = ___
    for item in array:
        count += 1
    return count

user_array = [1, 5, 15, 20]
result = count_elements(user_array)
print(result) # 4","user_array = [1, 5, 15, 20]",0,1,20
6602,Operator,Create a Python program to sort a given list of integers in descending order without using a library/built-in function.,"def sort_list(lst):
    for i in range(len(lst) - ___):
        for j in range(i+1, len(lst)):
            if lst[i] < lst[j]:
                lst[i], lst[j] = lst[j], lst[i]
    return lst","ex_list = [5, 2, 8, 9, 4, 1]",1,1,20
6648,Operator,Replace the for-loop in the following Python function with an equivalent while loop.,"def count_down(value):
    ret = ___
    while value > 0:
        ret *= value
        value -= 1
    return ret","def count_down(value):
    ret = 1
    for i in range(value, 0, -1):
        ret *= i
    return ret",1,1,20
6704,Operator,Rewrite the following Python code avoiding nested if-statements.,"def check_integer(x):
  if x <= ___:
    return False
  if x*x > 10:
    return True
  return False","def check_integer(x):
  if x > 0:
    if x*x > 10:
      return True
    else:
      return False
  else:
    return False",0,1,20
6758,Operator,Create a Python program to calculate the sum of series 1 + ½ + ⅓ + ... + 1/n.,"def seriesSum(n):
    # set the initial sum to 0
    total = ___

    # loop over the range
    for i in range(1, n+1):
        total += 1 / i

    return total

print(seriesSum(5))",n = 5,0,1,20
6760,Operator,Improve the following code by simplifying it using Python's built-in functions.,"def add_two_nums(a, b):
 return a * ___","def add_two_nums(a, b):
 result =0 
 for i in range(a):
  result = result + b
 return result",b,1,20
6761,Operator,Write a function in Python that takes in a size n and returns the n-th prime number.,"def nth_prime_number(n):
    prime_numbers = [2]
    i = ___
    while len(prime_numbers) < n:
        for number in prime_numbers:
            if i % number == 0:
                break
        else:
            prime_numbers.append(i)
        i+= 2
    return prime_numbers[-1]


# test 
prime_number = nth_prime_number(5)
print(prime_number) # Output: 11",n = 5,3,1,20
6841,Operator,Create a Python program that takes a 3-word string and prints individual words in the same order on separate lines.,"sentence = ""Hooray! Great!""
words = ___.split(' ')
for word in words:
 print(word)",Hooray! Great!,sentence,1,20
6898,Operator,Edit the python code to add try-except blocks for any potential error.,"def function(num1, num2):
 try:
 result = ___/num2;
 return result;
 except ZeroDivisionError:
  print(""Division by 0 not allowed"")","def function(num1, num2):
 result = num1/num2;
 return result;",num1,1,20
6915,Operator,Write a function in Python that calculates the maximum value in a 2-dimensional array.,"def find_max_val(arr):
    max_val = ___

    for lst in arr:
        for num in lst:
            if num > max_val:
                max_val = num
    return max_val

print(find_max_val([[1, 4, 8], [7, 9, 6]])) # Output: 9","[
    [1, 4, 8],
    [7, 9, 6]
]",0,1,20
6934,Operator,Write a for-loop in Python to find the average of 5 numbers.,"total = ___
for num in [10, 15, 20, 25, 30]:
    total += num

average = total / 5
print(average)","5 numbers:  10, 15, 20, 25, 30",0,1,20
6971,Operator,Create a python program to find the power of a number without using the built-in functions.,"def power_of(x, n):
    result = ___
    for i in range(n):
        result = result * x
    return result

power = power_of(2, 5)
print(power)","2, 5",1,1,20
6974,Operator,Develop a Python program to find the distance between two points on the x-axis.,"# Calculate distance between two points
def findDistance(x1, x2):
 return abs(x2 - ___)

x1 = -3
x2 = 4
distance = findDistance(x1, x2)

print(""Distance:"", distance)","Point 1: -3
Point 2: 4",x1,1,20
6997,Operator,Create a Python program that takes a list as input and sorts it using bubble-sort algorithm.,"def bubble_sort(lst): 
    for i in range(len(lst)): 
        for j in range(0, len(lst)-i-1): 
            if lst[j] > ___[j+1] : 
                lst[j], lst[j+1] = lst[j+1], lst[j]
 
list = [3,2,5,6,1,4]
bubble_sort(list)
print('Sorted list is: ', list)","[3,2,5,6,1,4]",lst,1,20
7124,Operator,Create a python program to find the fibonacci series up to n-th number.,"def fibonacci(n):
    if n == ___:
        return 0
    elif n == 1:
        return 1
    
    fib = [0, 1]
    for i in range(2, n + 1):
        fib.append(fib[i - 1] + fib[i - 2])
    return fib[-1]

result = fibonacci(8)
print(result) # 13",8,0,1,20
7156,Operator,"Write an algorithm in Python that finds the maximum sum of an array of non-negative integers, given an upper limit value.","def findMaxSum(limit, array):
    maxSum = ___
    for i in range(len(array)):
        currentSum = 0
        for j in range(i, len(array)):
            currentSum += array[j]
            if currentSum <= limit and currentSum > maxSum:
                maxSum = currentSum
    return maxSum","limit = 10
array = [1, 3, 5, 4, 2, 6]",0,1,20
7179,Operator,Generate a Python program that will convert an array of strings with comma-separated values to a comma-separated string.,"def to_csv(input_list):
  return ','.join(input_list)

if __name__ == '__main__':
  input_list = ['John','Joseph','Shirley']
  output_str = ___(input_list)
  print(f'Result: {output_str}')","['John','Joseph','Shirley']",to_csv,1,20
7211,Operator,"Write a Python script to generate a dictionary that contains (i, i*i) such that i is an integer from 1 to n (both included).","n = ___
my_dict = {} 
for i in range(1, n+1): 
    my_dict[i] = i * i

print(my_dict)",3,3,1,20
7264,Operator,Design a Python program to switch the indices of two values in a given 2-dimensional array.,"def switchIndexes(arr): 
    result = [[0 for i in range(len(arr[0]))] for j in range(len(arr))] 
    for i in range(0, len(arr)): 
        for j in range(0, len(arr[0])): 
            result[j][i] = ___[i][j] 
    return result 

switchIndexes(arr)","arr = [[1, 2], [3, 4]]",arr,1,20
7265,Operator,Convert the given Python program from procedural to object-oriented.,"class Multiplier:
    def __init__(self):
        pass
 
    def multiply(self, a, b):
        c = ___ * b
        print(""Result is: "", c)

mult = Multiplier()
mult.multiply(a, b)","def multiply(a, b):
    c = a * b
    print(""Result is: "", c)",a,1,20
7337,Operator,Generate a Python script to sort a given list of numbers without using the built-in function ``sort()``,"def sort_list(list):
    '''This function will sort a given list of numbers without using the built-in function sort()'''
    for i in range(len(list)):
        for j in range(i+1, len(list)):
            if list[i] > ___[j]:
                list[i], list[j] = list[j], list[i]
    return list","list = [3,2,7,5,4,1,8]",list,1,20
7361,Operator,Write a Python program to find the first non-repeated letter in a string.,"def first_non_repeating_letter(str):
    for char in str:
        if str.lower().count(char.lower()) == ___:
            return char

    return ''

# main
str = ""apple""
print(""First non-repeating letter:"", first_non_repeating_letter(str))","""apple""",1,1,20
7410,Operator,Generate a Python Program that sorts a list of numbers in non-increasing order,"def descending_sort(list): 
    list.sort(reverse=True) 
    return list

list = [3, 8, 1, 5]
result = ___(list)
print(result)","[3, 8, 1, 5]",descending_sort,1,20
7521,Operator,Create a Python program to average the elements of a 2-dimensional array.,"def averageMatrix(matrix):
 sum = ___
 for row in matrix:
  for e in row:
   sum += e

 return sum / (len(matrix) * len(matrix[0]))

a = [[3,2,6],
     [8,5,9],
     [4,7,1]]

print(averageMatrix(a)) # 4.77","a = [[3,2,6],
     [8,5,9],
     [4,7,1]]",0,1,20
7537,Operator,Write a web scraper in Python that extracts the price of Apple's iPhone from an e-commerce website.,"import requests
from bs4 import BeautifulSoup

link = 'https://store.apple.com/us/buy-iphone/iphone-11'

page = ___.get(link)
soup = BeautifulSoup(page.content, 'html.parser')

price = soup.find('span', id='pricing-product-price-value').text
print(price)","Link to an e-commerce website that sells Apple's iPhone:  
https://store.apple.com/us/buy-iphone/iphone-11",requests,1,20
7541,Operator,"Develop a Python program to remove all characters from an input string that are not a-z, A-Z, 0-9, or white space.","import re

def remove_non_alphanum(s):
  return re.sub('[^a-zA-Z0-9 \n\.]', '', s)

string = ""Hello,@ $World.""
res = ___(string) 

print(res)","""Hello,@ $World.""",remove_non_alphanum,1,20
